company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
Internet Services,co_3ddfe6e0e4c6,Other,Software & Technology,,,,,,,,,17629,17104,1.1%,17629,,,,,,TSLX,2024-02-15
Marketing Services Validity Inc.,co_a93d866cb81f,Other Equity,Business Services,,,,,,2018-05-31,,,3840,10368,0.7%,3840,,,,3840000,,TSLX,2024-02-15
Oil Gas and Consumable Fuels Murchison Oil and Gas LLC,co_daf4f0a8613f,Preferred Equity,Energy,,,,,,2022-06-30,,,13355,14156,0.9%,13355,,,,13355,,TSLX,2024-02-15
Oil Gas and Consumable Fuels TRP Assets LLC,co_3ecebf652d74,Other Equity,Energy,,,,,,2022-08-25,,,8755,11513,0.8%,8755,,,,,,TSLX,2024-02-15
Oil Gas and Consumable Fuels,co_7b3ec2004165,Other,Energy,,,,,,,,,22110,25669,1.7%,22110,,,,,,TSLX,2024-02-15
TherapeuticsMD Inc.,co_b5a79c90d66e,Warrants,Healthcare,,,,,,2020-08-05,,,1029,,0%,1029,,,,14256,,TSLX,2024-02-15
Retail and Consumer Products Copper Bidco LLC,co_2743a074722b,Other Equity,Consumer & Retail,,,,,,2021-01-30,,,2589,10089,0.6%,2589,,,,996958,,TSLX,2024-02-15
Neuintel LLC,co_c2c57738f8e7,Other Equity,Consumer & Retail,,,,,,2021-12-21,,,3000,2430,0.2%,3000,,,,1176494,,TSLX,2024-02-15
Retail and Consumer Products,co_a85ec50de993,Other,Consumer & Retail,,,,,,,,,5589,12569,0.8%,5589,,,,,,TSLX,2024-02-15
Structured Credit Allegro CLO Ltd.,co_de9f9066c9d6,Other Equity,,8.51%,,SOFR,3.11%,,2022-05-26,,,983,971,0%,983,,,,,,TSLX,2024-02-15
Structured Credit American Money Management Corp.,co_6ca9c5090791,Other Equity,Business Services,8.7%,,SOFR,3.31%,,2022-06-22,,,1359,1475,0.1%,1359,,,,,,TSLX,2024-02-15
Structured Credit Ares CLO Ltd.,co_de9f9066c9d6,Other Equity,,11.89%,,SOFR,6.51%,,2022-06-23,,,898,967,0%,898,,,,,,TSLX,2024-02-15
Structured Credit Ares Loan Funding I Ltd.,co_48ed1e929382,Other Equity,,12.36%,,SOFR,6.96%,,2022-06-24,,,944,988,0%,944,,,,,,TSLX,2024-02-15
Structured Credit Bain Capital Credit CLO Ltd.,co_93372d386497,Other Equity,,11.02%,,SOFR,5.61%,,2020-10-15,,,429,445,0%,429,,,,,,TSLX,2024-02-15
Structured Credit Battalion CLO Ltd.,co_66ac8c1db3af,Other Equity,,8.96%,,SOFR,3.56%,,2022-07-13,,,1170,1252,0.1%,1170,,,,,,TSLX,2024-02-15
Structured Credit Benefit Street Partners CLO Ltd.,co_15df51f97aa8,Other Equity,,9.53%,,SOFR,4.11%,,2022-07-13,,,2194,2465,0.2%,2194,,,,,,TSLX,2024-02-15
Structured Credit Benefit Street Partners CLO Ltd.,co_15df51f97aa8,Other Equity,,8.43%,,SOFR,3.01%,,2022-09-13,,,1289,1367,0.1%,1289,,,,,,TSLX,2024-02-15
Structured Credit Carlyle Global Market Strategies CLO Ltd.,co_732878c9f3c5,Other Equity,,8.56%,,SOFR,3.16%,,2022-05-26,,,920,962,0.1%,920,,,,,,TSLX,2024-02-15
Structured Credit Carlyle Global Market Strategies CLO Ltd.,co_732878c9f3c5,Other Equity,,12.28%,,SOFR,6.86%,,2023-02-15,,,1430,1521,0.1%,1430,,,,,,TSLX,2024-02-15
Structured Credit Carlyle Global Market Strategies CLO Ltd.,co_732878c9f3c5,Other Equity,,11.42%,,SOFR,6.01%,,2020-08-11,,,1264,1442,0.1%,1264,,,,,,TSLX,2024-02-15
Structured Credit CarVal CLO III Ltd.,co_02431e3d7ab4,Other Equity,,12.11%,,SOFR,6.7%,,2022-06-30,,,903,971,0.1%,903,,,,,,TSLX,2024-02-15
Structured Credit Cedar Funding CLO Ltd.,co_321ec3fc93be,Other Equity,,10.23%,,SOFR,4.81%,,2022-07-21,,,874,934,0%,874,,,,,,TSLX,2024-02-15
Structured Credit CIFC CLO Ltd.,co_d77ecb62b65b,Other Equity,,11.16%,,SOFR,5.76%,,2022-06-16,,,904,956,0%,904,,,,,,TSLX,2024-02-15
Structured Credit CIFC CLO Ltd.,co_d77ecb62b65b,Other Equity,,11.66%,,SOFR,6.26%,,2022-07-14,,,900,991,0.1%,900,,,,,,TSLX,2024-02-15
Structured Credit Crown Point CLO Ltd.,co_ccbda8dbfa28,Other Equity,,12.53%,,SOFR,7.11%,,2022-06-14,,,903,953,0.1%,903,,,,,,TSLX,2024-02-15
Structured Credit Dryden Senior Loan Fund,co_9d37b8ce3802,Other Equity,,8.51%,,SOFR,3.11%,,2022-07-25,,,927,959,0.1%,927,,,,,,TSLX,2024-02-15
Structured Credit Dryden Senior Loan Fund,co_9d37b8ce3802,Other Equity,,12.16%,,SOFR,6.76%,,2022-08-17,,,1463,1433,0.1%,1463,,,,,,TSLX,2024-02-15
Structured Credit Eaton CLO Ltd.,co_0a2ebb133e4a,Other Equity,,8.18%,,SOFR,2.76%,,2022-06-23,,,2260,2410,0.2%,2260,,,,,,TSLX,2024-02-15
Structured Credit Eaton CLO Ltd.,co_0a2ebb133e4a,Other Equity,,11.91%,,SOFR,6.51%,,2022-08-11,,,936,970,0.1%,936,,,,,,TSLX,2024-02-15
Structured Credit GoldenTree CLO Ltd.,co_2271f15e0c3e,Other Equity,,12.18%,,SOFR,6.76%,,2022-06-17,,,921,994,0.1%,921,,,,,,TSLX,2024-02-15
Structured Credit Gulf Stream Meridian,co_c30f78e7ef08,Other Equity,,12.01%,,SOFR,6.61%,,2022-06-03,,,942,968,0%,942,,,,,,TSLX,2024-02-15
Structured Credit Gulf Stream Meridian,co_c30f78e7ef08,Other Equity,,11.93%,,SOFR,6.62%,,2022-09-12,,,1851,1928,0.1%,1851,,,,,,TSLX,2024-02-15
Structured Credit Jefferson Mill CLO Ltd.,co_4b6195dbb000,Other Equity,,9.22%,,SOFR,3.81%,,2022-05-23,,,908,965,0%,908,,,,,,TSLX,2024-02-15
Structured Credit KKR CLO Ltd.,co_d5268b124eb0,Other Equity,,13.42%,,SOFR,8.26%,,2022-06-02,,,978,987,0.1%,978,,,,,,TSLX,2024-02-15
Structured Credit Madison Park CLO,co_a6914cfd759e,Other Equity,,10.91%,,SOFR,5.51%,,2022-06-28,,,911,963,0%,911,,,,,,TSLX,2024-02-15
Structured Credit Magnetite CLO Ltd.,co_27afbb5688a3,Other Equity,,11.84%,,SOFR,6.46%,,2022-06-13,,,920,988,0.1%,920,,,,,,TSLX,2024-02-15
Structured Credit MidOcean Credit CLO Ltd.,co_cf99260dc8be,Other Equity,,9.2%,,SOFR,3.78%,,2022-05-23,,,3170,3274,0.2%,3170,,,,,,TSLX,2024-02-15
Structured Credit MidOcean Credit CLO Ltd.,co_cf99260dc8be,Other Equity,,11.73%,,SOFR,6.31%,,2022-06-01,,,970,1012,0.1%,970,,,,,,TSLX,2024-02-15
Structured Credit Octagon 57 LLC,co_21944e6536f0,Other Equity,,12.26%,,SOFR,6.86%,,2022-05-24,,,951,940,0%,951,,,,,,TSLX,2024-02-15
Structured Credit Octagon Investment Partners 18 Ltd.,co_aad30c00f8f3,Other Equity,Financial Services,8.36%,,SOFR,2.96%,,2022-07-26,,,913,959,0.1%,913,,,,,,TSLX,2024-02-15
Structured Credit Octagon Investment Partners 38 Ltd.,co_aad30c00f8f3,Other Equity,Financial Services,8.63%,,SOFR,3.21%,,2022-09-20,,,2505,2713,0.2%,2505,,,,,,TSLX,2024-02-15
Structured Credit Park Avenue Institutional Advisers CLO Ltd.,co_553b1fef3dd2,Other Equity,,9.01%,,SOFR,3.59%,,2022-09-23,,,870,925,0.1%,870,,,,,,TSLX,2024-02-15
Structured Credit Pikes Peak CLO,co_b75d5e669edc,Other Equity,,12.23%,,SOFR,6.84%,,2022-08-31,,,1787,1890,0.1%,1787,,,,,,TSLX,2024-02-15
Structured Credit RR Ltd.,co_c286dfd053d6,Other Equity,,12.06%,,SOFR,6.66%,,2022-08-22,,,955,995,0.1%,955,,,,,,TSLX,2024-02-15
Structured Credit Signal Peak CLO LLC,co_503fe8d29d93,Other Equity,,11.29%,,SOFR,5.91%,,2022-08-09,,,301,318,0%,301,,,,,,TSLX,2024-02-15
Structured Credit Southwick Park CLO Ltd.,co_c5d4bef005c0,Other Equity,,11.93%,,SOFR,6.51%,,2022-05-25,,,932,968,0.1%,932,,,,,,TSLX,2024-02-15
Structured Credit Stewart Park CLO Ltd.,co_5765b73a1c2a,Other Equity,,8.26%,,SOFR,2.86%,,2022-07-25,,,928,970,0.1%,928,,,,,,TSLX,2024-02-15
Structured Credit Voya CLO Ltd.,co_9bb5d2ce49e6,Other Equity,,11.41%,,SOFR,6.01%,,2022-06-22,,,2441,2484,0.2%,2441,,,,,,TSLX,2024-02-15
Structured Credit Wind River CLO Ltd.,co_5c419565a57b,Other Equity,,8.56%,,SOFR,3.16%,,2022-06-23,,,1407,1404,0.1%,1407,,,,,,TSLX,2024-02-15
Structured Credit Wind River CLO Ltd.,co_5c419565a57b,Other Equity,,9.38%,,SOFR,3.98%,,2022-07-14,,,2633,2911,0.2%,2633,,,,,,TSLX,2024-02-15
Structured Credit Wind River CLO Ltd.,co_5c419565a57b,Other Equity,,11.33%,,SOFR,5.91%,,2022-12-12,,,1721,1856,0.1%,1721,,,,,,TSLX,2024-02-15
Structured Credit,co_ee3e750be05b,Other,,,,,,,,,,52865,55844,3.7%,52865,,,,,,TSLX,2024-02-15
American Achievement Corp.,co_6f80f9eaa203,Other Equity,Consumer & Retail,,,,,,2021-03-16,,,,50,0%,,,,,687,,TSLX,2024-02-15
Controlled Affiliated Investments IRGSE Holding Corp.,co_e4cd304b470d,Other,Financial Services,,,,,,,,,,59913,,,,,,,,TSLX,2024-02-15
Controlled Affiliated Investments,co_77d1ed20c795,Other,Financial Services,,,,,,,,,,59913,,,,,,,,TSLX,2024-02-15
