company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,ticker,filing_date
PFS Holding Corp.,Second Lien,Retail,7.25%,,LIBOR,6.25%,,2022-01-31,4998,4312,4312,0.3,,,,CION,2020-11-16
Premiere Global Services Inc.,Second Lien,Telecommunications,9.50%,,LIBOR,8.50%,,2022-06-06,3000,2932,2932,0.2,,,,CION,2020-11-16
PT Intermediate Holdings III LLC,Second Lien,Business Services,8.00%,,LIBOR,7.00%,,2025-12-08,9375,9305,9305,0.6,,,,CION,2020-11-16
Securus Technologies Holdings Inc.,Second Lien,Telecommunications,8.25%,,LIBOR,7.25%,,2025-11-01,2942,2916,2916,0.2,,,,CION,2020-11-16
STG-Fairway Acquisitions Inc.,Second Lien,Business Services,9.25%,,LIBOR,8.25%,,2023-06-30,10000,9910,9910,0.7,,,,CION,2020-11-16
TexOak Petro Holdings LLC,First Lien,Oil & Gas,8.00%,,N/A,,,2019-12-29,8405,2592,2592,0.2,,,,CION,2020-11-16
TMK Hawk Parent Corp.,Second Lien,Business Services,8.00%,,LIBOR,7.00%,,2025-08-28,13393,13115,13115,0.9,,,,CION,2020-11-16
Volta Charging LLC,First Lien,Media & Entertainment,12.00%,,N/A,,,2024-06-19,10000,,10000,,,,,CION,2020-11-16
Volta Charging LLC,Unfunded Commitment,Media & Entertainment,,,,,,2021-06-19,750,,,,,,,CION,2020-11-16
West Dermatology Management Holdings LLC,First Lien,Pharmaceuticals & Biotechnology,6.00%,,LIBOR,1.00%,,2025-02-11,9479,9402,9402,0.6,,,,CION,2020-11-16
West Dermatology Management Holdings LLC,Unfunded Commitment,Pharmaceuticals & Biotechnology,,,,,,2022-02-11,8840,,,,,,,CION,2020-11-16
West Dermatology Management Holdings LLC,First Lien,Pharmaceuticals & Biotechnology,6.00%,,LIBOR,1.00%,,2025-02-11,1657,1644,1644,,,,,CION,2020-11-16
Winebow Holdings Inc.,First Lien,Food & Beverage,3.75%,,LIBOR,1.00%,,2021-07-01,5952,5660,5660,,,,,CION,2020-11-16
Wok Holdings Inc.,First Lien,Food & Beverage,6.25%,,LIBOR,0.00%,,2026-03-01,12805,12657,12657,,,,,CION,2020-11-16
Woodstream Corp.,First Lien,Consumer Products,6.25%,,LIBOR,1.00%,,2022-05-29,9218,9218,9218,,,,,CION,2020-11-16
Carestream Health Inc.,First Lien,Pharmaceuticals & Biotechnology,9.50%,,LIBOR,1.00%,,2021-06-07,11041,11041,11041,,,,,CION,2020-11-16
Country Fresh Holdings LLC,First Lien,Food & Beverage,8.50%,,LIBOR,1.00%,,2024-04-29,2186,2186,2186,,,,,CION,2020-11-16
Dayton Superior Corp.,First Lien,Construction & Engineering,7.00%,,LIBOR,2.00%,,2024-12-04,1496,1496,1496,,,,,CION,2020-11-16
Deluxe Entertainment Services Inc.,First Lien,Media & Entertainment,8.50%,,LIBOR,1.00%,,2024-09-25,10206,10017,10017,,,,,CION,2020-11-16
Niacet Corp.,First Lien,Chemicals,8.75%,,Euribor,1.00%,,2024-08-01,6263,6698,6698,,,,,CION,2020-11-16
Patterson Medical Supply Inc.,First Lien,Pharmaceuticals & Biotechnology,10.50%,,LIBOR,1.00%,,2023-08-28,14160,14094,14094,,,,,CION,2020-11-16
Premiere Global Services Inc.,First Lien,Telecommunications,9.50%,,LIBOR,1.00%,,2024-06-06,3330,3244,3244,,,,,CION,2020-11-16
TMK Hawk Parent Corp.,First Lien,Business Services,8.00%,,LIBOR,1.00%,,2025-08-28,13393,13151,13151,,,,,CION,2020-11-16
Allen Media LLC,First Lien,Media & Entertainment,8.5%,,LIBOR,6.50%,,2023-08-30,5920,4876,4876,,,,,CION,2020-11-16
Analogic Corp.,First Lien,Pharmaceuticals & Biotechnology,7.0%,,LIBOR,6.00%,,2024-06-21,4923,4876,4876,,,,,CION,2020-11-16
Anthem Sports & Entertainment Inc.,First Lien,Media & Entertainment,10.5%,,LIBOR,9.50%,,2024-09-09,3978,3939,3939,,,,,CION,2020-11-16
Cadence Aerospace LLC,First Lien,Aerospace & Defense,7.5%,,LIBOR,6.50%,,2023-11-14,4987,4892,4892,,,,,CION,2020-11-16
Central Security Group Inc.,First Lien,Business Services,6.63%,,LIBOR,5.63%,,2021-10-06,4987,4876,4876,,,,,CION,2020-11-16
CircusTrix Holdings LLC,First Lien,Hotels & Leisure,6.5%,,LIBOR,5.50%,,2021-12-16,5985,5877,5877,,,,,CION,2020-11-16
Extreme Reach Inc.,First Lien,Media & Entertainment,8.5%,,LIBOR,7.50%,,2024-03-29,4909,4839,4839,,,,,CION,2020-11-16
Genesis Healthcare Inc.,First Lien,Pharmaceuticals & Biotechnology,7.0%,,LIBOR,6.00%,,2023-03-06,5000,4905,4905,,,,,CION,2020-11-16
Jab Wireless Inc.,First Lien,Telecommunications,9.0%,,LIBOR,8.00%,,2023-05-02,6000,6000,6000,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,First Lien,Business Services,6.5%,,LIBOR,5.50%,,2024-10-31,4987,4891,4891,,,,,CION,2020-11-16
Manna Pro Products LLC,First Lien,Retail,7.0%,,LIBOR,6.00%,,2023-12-08,5985,5927,5927,,,,,CION,2020-11-16
NewsCycle Solutions Inc.,First Lien,Media & Entertainment,8.0%,,LIBOR,7.00%,,2022-12-29,4933,4886,4886,,,,,CION,2020-11-16
PH Beauty Holdings III Inc.,First Lien,Consumer Products,5.0%,,LIBOR,5.00%,,2025-09-28,4987,4722,4722,,,,,CION,2020-11-16
Polymer Process Holdings Inc.,First Lien,Chemicals,6.0%,,LIBOR,6.00%,,2026-05-01,4987,4914,4914,,,,,CION,2020-11-16
Woodstream Corp.,First Lien,Consumer Products,7.0%,,LIBOR,6.00%,,2022-05-29,5000,4976,4976,,,,,CION,2020-11-16
1A Smart Start LLC,Second Lien,Software,9.25%,,LIBOR,8.25%,,2022-08-21,4000,3907,3907,,,,,CION,2020-11-16
PetroChoice Holdings Inc.,Second Lien,Chemicals,9.75%,,LIBOR,8.75%,,2023-08-21,5000,4928,4928,,,,,CION,2020-11-16
STG-Fairway Acquisitions Inc.,Second Lien,Business Services,10.25%,,LIBOR,9.25%,,2023-06-30,5000,4809,4809,,,,,CION,2020-11-16
First American Treasury Obligations Fund Class Z Shares,Other,Other,1.49%,,N/A,,,,2757,2757,2757,0.0,,,,CION,2020-11-16
Anthem Sports and Entertainment Inc.,First Lien,Media & Entertainment,,,LIBOR,9.50%,,2024-09-09,3521,,,3521,,,,CION,2020-11-16
Central Security Group Inc.,First Lien,Business Services,,,LIBOR,5.63%,,2021-10-06,4961,4870,4870,,,,,CION,2020-11-16
Coyote Buyer LLC,First Lien,Chemicals,,,LIBOR,6.00%,,2026-02-06,4975,4930,4930,,,,,CION,2020-11-16
Extreme Reach Inc.,First Lien,Media & Entertainment,,,LIBOR,7.50%,,2024-03-29,4636,4579,4579,,,,,CION,2020-11-16
Foundation Consumer Healthcare LLC,First Lien,Pharmaceuticals & Biotechnology,,,LIBOR,6.00%,,2023-11-02,4712,4712,4712,,,,,CION,2020-11-16
Geon Performance Solutions LLC,First Lien,Chemicals,,,LIBOR,6.25%,,2024-10-25,4963,4963,4963,,,,,CION,2020-11-16
Jab Wireless Inc.,First Lien,Telecommunications,,,LIBOR,8.00%,,2023-05-02,5893,5893,5893,,,,,CION,2020-11-16
Manna Pro Products LLC,First Lien,Retail,,,LIBOR,6.00%,,2023-12-08,5940,5892,5892,,,,,CION,2020-11-16
NewsCycle Solutions Inc.,First Lien,Media & Entertainment,,,LIBOR,7.00%,,2022-12-29,4784,4749,4749,,,,,CION,2020-11-16
Optio Rx LLC,First Lien,Pharmaceuticals & Biotechnology,,,LIBOR,7.00%,,2024-06-28,4975,4975,4975,,,,,CION,2020-11-16
PH Beauty Holdings III Inc.,First Lien,Consumer Products,,,LIBOR,5.00%,,2025-09-28,4949,4714,4714,,,,,CION,2020-11-16
Pixelle Specialty Solutions LLC,First Lien,Packaging,,,LIBOR,6.50%,,2024-10-31,3924,3733,3733,,,,,CION,2020-11-16
Polymer Process Holdings Inc.,First Lien,Chemicals,,,LIBOR,6.00%,,2026-05-01,4950,4884,4884,,,,,CION,2020-11-16
Tenere Inc.,First Lien,Other,,,LIBOR,8.50%,,2025-05-05,6000,6000,6000,,,,,CION,2020-11-16
Woodstream Corp.,First Lien,Consumer Products,,,LIBOR,6.25%,,2022-05-29,4956,4939,4939,,,,,CION,2020-11-16
First American Treasury Obligations Fund,Other,Other,,,N/A,,,,3546,3546,0.0,,,,,CION,2020-11-16
American Clinical Solutions LLC,First Lien,Pharmaceuticals & Biotechnology,10.50%,2.00%,,,,,,0,0,0,0,,,CION,2020-11-16
Anthem Sports & Entertainment Inc.,First Lien,Media & Entertainment,8.69%,,,,,,10000,9950,10000,1.0,,,,CION,2020-11-16
Charming Charlie LLC,First Lien,Retail,7.05%,,,,,,5000,4900,5000,0.5,,,,CION,2020-11-16
Charming Charlie LLC,First Lien,Retail,3.05%,,,,,,2000,1950,2000,0.2,,,,CION,2020-11-16
CHC Solutions Inc.,First Lien,Healthcare Services,8.00%,,,,,,7500,7400,7500,0.8,,,,CION,2020-11-16
Country Fresh Holdings LLC,Second Lien,Other,10.60%,,SOFR,6.00%,,,,,0,0,0,0,,CION,2020-11-16
David's Bridal LLC,First Lien,Retail,1.00%,,,,,,6000,5900,6000,0.7,,,,CION,2020-11-16
Deluxe Entertainment Services Inc.,First Lien,Media & Entertainment,6.71%,,,,,,8000,7900,8000,0.9,,,,CION,2020-11-16
Deluxe Entertainment Services Inc.,Second Lien,Media & Entertainment,7.71%,,,,,,4000,3900,4000,0.4,,,,CION,2020-11-16
F+W Media Inc.,First Lien,Media & Entertainment,,12.12%,,,,,,0,0,0,0,,,CION,2020-11-16
Hilliard Martinez & Gonzales LLP,First Lien,Legal Services,,,,,,,,,,,,,,CION,2020-11-16
KLO Intermediate Holdings LLC,First Lien,Software,,,,,,,,,,,,,,CION,2020-11-16
Lift Brands Inc.,First Lien,Business Services,9.10%,,,,,,9000,8900,9000,1.1,,,,CION,2020-11-16
Petroflow Energy Corp.,First Lien,Energy & Utilities,3.00%,7.11%,,,,,,0,0,0,0,,,CION,2020-11-16
Premiere Global Services Inc.,Second Lien,Software,0.50%,,,,,,3000,2900,3000,0.3,,,,CION,2020-11-16
SEK Holding Co LLC,First Lien,Healthcare Services,9.77%,,,,,,5500,5400,5500,0.6,,,,CION,2020-11-16
SIMR LLC,First Lien,Healthcare Services,12.00%,,,,,,6500,6400,6500,0.7,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,,11.78%,,,,,,0,0,0,0,,,CION,2020-11-16
WPLM Acquisition Corp.,Unsecured Debt,Media & Entertainment,,,,,,,,,,,,,,CION,2020-11-16
Anthem Sports & Entertainment Inc.,First Lien,Media & Entertainment,8.85%,2.75%,,,,,,0,0,0,0,,,CION,2020-11-16
Cadence Aerospace LLC,First Lien,Aerospace & Defense,4.25,,,,,,,,,,,,,CION,2020-11-16
Carestream Health Inc.,Second Lien,Healthcare Services,2.50,,,,,,,,,,,,,CION,2020-11-16
Charming Charlie LLC,First Lien,Retail,7.05%,5.00%,,,,,,0,0,0,0,,,CION,2020-11-16
CHC Solutions Inc.,First Lien,Pharmaceuticals & Biotechnology,8.00%,4.00%,,,,,,0,0,0,0,,,CION,2020-11-16
CircusTrix Holdings LLC,First Lien,Hotels & Leisure,,,,,,,,,,,,,,CION,2020-11-16
Country Fresh Holdings LLC,First Lien,Food & Beverage,8.00,,,,,,,,,,,,,CION,2020-11-16
David's Bridal LLC,First Lien,Retail,6.00,,,,,,,,,,,,,CION,2020-11-16
Deluxe Entertainment Services Inc.,First Lien,Media & Entertainment,6.00,,,,,,,,,,,,,CION,2020-11-16
Deluxe Entertainment Services Inc.,Second Lien,Media & Entertainment,7.00,,,,,,,,,,,,,CION,2020-11-16
Jenny C Acquisition Inc.,First Lien,Manufacturing,,,,,,,,,,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,First Lien,Apparel & Textiles,3.50,,,,,,,,,,,,,CION,2020-11-16
Lift Brands Inc.,First Lien,Healthcare Services,,,,,,,,,,,,,,CION,2020-11-16
Mimeo.com Inc.,Revolver,Software,8.00,,,,,,,,,,,,,CION,2020-11-16
Patterson Medical Supply Inc.,Second Lien,Healthcare Services,1.00,,,,,,,,,,,,,CION,2020-11-16
Longview Intermediate Holdings C LLC Common Shares,Common Equity,Oil & Gas,,,,,,,,,,589487,,,,CION,2020-11-16
Mount Logan Capital Inc. Common Stock,Common Equity,Financial Services,,,,,,,,,,980284,,,,CION,2020-11-16
NS NWN Acquisition LLC Class A Preferred Units,Preferred Equity,Software,,,,,,,,111,,,,110,,CION,2020-11-16
NSG Co-Invest Bermuda LP Partnership Interests,Partnership Interest,Consumer Products,,,,,,,,1575,,,,1000,,CION,2020-11-16
Palmetto Clean Technology Inc. Warrants,Warrants,Software,,,,,,,,,,693387,,,,CION,2020-11-16
Rhino Energy LLC Warrants,Warrants,Metals & Mining,,,,,,,,170972,,,,280,,CION,2020-11-16
SIMR Parent LLC Class B Common Units,Common Equity,Pharmaceuticals & Biotechnology,,,,,,,,12283000,,,,8002,,CION,2020-11-16
Software Luxembourg Holding S.A. Class A Common Stock,Common Equity,Software,,,,,,,,,,28202,,,,CION,2020-11-16
Software Luxembourg Holding S.A. Class B Warrants,Warrants,Software,,,,,,,,,,7023,,,,CION,2020-11-16
Software Luxembourg Holding S.A. Class A Warrants,Warrants,Software,,,,,,,,,,3512,,,,CION,2020-11-16
Software Luxembourg Holding S.A. Class B Common Stock,Common Equity,Software,,,,,,,,,,2388,,,,CION,2020-11-16
Snap Fitness Holdings Inc. Class A Stock,Common Equity,Business Services,,,,,,,,,,9858,,,,CION,2020-11-16
Snap Fitness Holdings Inc. Warrants,Warrants,Business Services,,,,,,,,,,3996,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc. Warrants,Warrants,Pharmaceuticals & Biotechnology,,,,,,,,,,14181915,,,,CION,2020-11-16
Tenere Inc. Warrants,Warrants,Other,,,,,,,,,,,,,,CION,2020-11-16
First American Treasury Obligations Fund Class Z Shares,Money Market Fund,Other,1.49%,,N/A,,,,,29527,,29527,,,,CION,2020-11-16
Dayton Superior Corp.,First Lien,Manufacturing,10.10%,6.00%,,,,,,0,0,0,0,,,CION,2020-11-16
SEK Holding Co LLC,First Lien,Industrial Services,10.05%,3.50%,,,,,,0,0,0,0,,,CION,2020-11-16
Sprint Industrial Holdings LLC,First Lien,Manufacturing,8.08%,1.00%,,,,,,0,0,0,0,,,CION,2020-11-16
TexOak Petro Holdings LLC,Second Lien,Other,8.00%,,SOFR,4.00%,,,,,0,0,0,0,,CION,2020-11-16
Therapure Biopharma Inc.,First Lien,Pharmaceuticals & Biotechnology,10.86%,,,,,,,,0,0,0,0,,CION,2020-11-16
Charming Charlie LLC,First Lien,Retail,8.5%,,N/A,,,,,1021,1021,1021,0.0,,,CION,2020-11-16
Charming Charlie LLC,First Lien,Retail,8.5%,,N/A,,,,,1249,1249,1249,0.0,,,CION,2020-11-16
Charming Charlie LLC,Other,Retail,8.5%,,N/A,,,,,157,157,157,0.0,,,CION,2020-11-16
Charming Charlie LLC,Common Equity,Retail,,,,,,,,,,,0.0,,,CION,2020-11-16
Conisus Holdings Inc.,Preferred Equity,Healthcare Services,,,,,,,,,10903,10903,10903,0.0,,CION,2020-11-16
Conisus Holdings Inc.,Common Equity,Healthcare Services,,,,,,,,,197,197,197,0.0,,CION,2020-11-16
F+W Media Inc.,First Lien,Media & Entertainment,,,,,,,,,1137,1137,1137,0.0,,CION,2020-11-16
F+W Media Inc.,First Lien,Media & Entertainment,,,,,,,,,161,161,161,0.0,,CION,2020-11-16
F+W Media Inc.,First Lien,Media & Entertainment,,,,,,,,,,,0.0,,,CION,2020-11-16
F+W Media Inc.,Common Equity,Media & Entertainment,,,,,,,,,,,0.0,,,CION,2020-11-16
Mount Logan Capital Inc.,Common Equity,Financial Services,,,,,,,,,2645,2645,2645,0.0,,CION,2020-11-16
SIMR LLC,First Lien,Software,,,,,,,,,14757,14757,14757,0.0,,CION,2020-11-16
SIMR Parent LLC,Common Equity,Software,,,,,,,,,7382,7382,7382,0.0,,CION,2020-11-16
Petroflow Energy Corp.,First Lien,Energy & Utilities,,,,,,,,,2363,2363,2363,0.0,,CION,2020-11-16
TexOak Petro Holdings LLC,Second Lien,Energy & Utilities,,,,,,,,,,,0.0,,,CION,2020-11-16
TexOak Petro Holdings LLC,Other,Energy & Utilities,,,,,,,,,,,0.0,,,CION,2020-11-16
NS NWN Acquisition LLC Voting Units,Common Equity,Software,,,,,,,,346,,,,393,,CION,2020-11-16
Palmetto Solar LLC Warrants,Warrants,Software,,,,,,,,346694,,,,295,,CION,2020-11-16
Spinal USA Inc. Precision Medical Inc. Warrants,Warrants,Pharmaceuticals & Biotechnology,,,,,,,,14181915,,,,5806,,CION,2020-11-16
Plano Molding Company LLC,First Lien,Manufacturing,7.00%,,,,,,7000000,6950000,7000000,3.5,,,,CION,2020-11-16
Premiere Global Services Inc.,Second Lien,Software,0.50%,,,,,,15000000,14800000,15000000,7.5,,,,CION,2020-11-16
SEK Holding Co LLC,First Lien,Manufacturing,9.00%,,,,,,5000000,4900000,5000000,2.5,,,,CION,2020-11-16
SIMR LLC,First Lien,Pharmaceuticals & Biotechnology,12.00%,,,,,,10000000,9800000,10000000,5.0,,,,CION,2020-11-16
Spinal USA Inc. Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,CION,2020-11-16
TexOak Petro Holdings LLC,Other,Oil & Gas,,,,,,,,,,,,,60000,CION,2020-11-16
First American Treasury Obligations Fund,Other,Investment Vehicles,,,,,,,,23060,,,,,,CION,2020-11-16
