company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,ticker,filing_date
JP Intermediate B LLC,First Lien,Food & Beverage,,,LIBOR,550,2025-11-20,2025-11-20,15502,15235,15235,,,,,CION,2020-11-16
KNB Holdings Corp.,First Lien,Consumer Products,,,LIBOR,550,2024-04-26,2024-04-26,8128,7569,7569,,,,,CION,2020-11-16
Labvantage Solutions Inc.,First Lien,Software,,,LIBOR,750,2020-12-29,2020-12-29,2646,2644,2644,,,,,CION,2020-11-16
Labvantage Solutions Ltd.,First Lien,Software,,,Euribor,750,2020-12-29,2020-12-29,3026,3401,3401,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,First Lien,Business Services,,,LIBOR,750,2024-10-31,2024-10-31,25042,24625,24625,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,First Lien,Business Services,,,LIBOR,750,2024-10-31,2024-10-31,4319,4269,4269,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,Unfunded Commitment,Business Services,,,N/A,,2021-04-07,2021-04-07,864,,,,,,,CION,2020-11-16
LD Intermediate Holdings Inc.,First Lien,Software,,,LIBOR,588,2022-12-09,2022-12-09,11192,11009,11009,,,,,CION,2020-11-16
LGC US Finco LLC,First Lien,Other,,,LIBOR,650,2025-12-20,2025-12-20,9850,9577,9577,,,,,CION,2020-11-16
Lift Brands Inc.,First Lien,Business Services,,,LIBOR,325,2025-06-29,2025-06-29,23642,23642,23642,,,,,CION,2020-11-16
Lift Brands Inc.,First Lien,Business Services,9.50%,,N/A,,,2025-06-29,4746,4634,4634,,,,,CION,2020-11-16
Longview Power LLC,First Lien,Oil & Gas,,,LIBOR,1000,2025-07-30,2025-07-30,2361,589,589,,,,,CION,2020-11-16
Manna Pro Products LLC,First Lien,Retail,,,LIBOR,600,2023-12-08,2023-12-08,4432,4432,4432,,,,,CION,2020-11-16
HUMC Holdco LLC,First Lien,Pharmaceuticals & Biotechnology,,,N/A,,,2020-06-26,,10000,9972,9972,,,,CION,2020-11-16
Hummel Station LLC,First Lien,Oil & Gas,,,LIBOR,600,2022-10-27,2022-10-27,9761,9456,9456,,,,,CION,2020-11-16
Hyperion Materials & Technologies Inc.,First Lien,Chemicals,,,LIBOR,550,2026-08-28,2026-08-28,10000,9805,9805,,,,,CION,2020-11-16
Independent Pet Partners Intermediate Holdings LLC,First Lien,Retail,,,LIBOR,900,2023-11-19,2023-11-19,12064,11892,11892,,,,,CION,2020-11-16
Independent Pet Partners Intermediate Holdings LLC,Unfunded Commitment,Retail,,,N/A,,,2023-11-19,,7852,,,,,,CION,2020-11-16
InfoGroup Inc.,First Lien,Media & Entertainment,,,LIBOR,500,2023-04-03,2023-04-03,15756,15743,15743,,,,,CION,2020-11-16
Instant Web LLC,First Lien,Media & Entertainment,,,LIBOR,650,2022-12-15,2022-12-15,37683,37603,37603,,,,,CION,2020-11-16
Instant Web LLC,Unfunded Commitment,Media & Entertainment,,,N/A,,,2022-12-15,,2704,,,,,,CION,2020-11-16
International Seaways Inc.,First Lien,Transportation & Logistics,,,LIBOR,600,2022-06-22,2022-06-22,6782,6705,6705,,,,,CION,2020-11-16
Isagenix International LLC,First Lien,Food & Beverage,,,LIBOR,575,2025-06-14,2025-06-14,13866,13750,13750,,,,,CION,2020-11-16
Island Medical Management Holdings LLC,First Lien,Pharmaceuticals & Biotechnology,,,LIBOR,650,2022-09-01,2022-09-01,11814,11722,11722,,,,,CION,2020-11-16
Jab Wireless Inc.,First Lien,Telecommunications,,,LIBOR,800,2023-05-02,2023-05-02,13700,13700,13700,,,,,CION,2020-11-16
Jenny C Acquisition Inc.,First Lien,Business Services,,,LIBOR,1050,2024-10-01,2024-10-01,9899,9812,9812,,,,,CION,2020-11-16
JP Intermediate B LLC,First Lien,Food & Beverage,,,LIBOR,550,2025-11-20,2025-11-20,16152,15841,15841,,,,,CION,2020-11-16
KLO Intermediate Holdings LLC,First Lien,Chemicals,,,LIBOR,775,2022-04-07,2022-04-07,7499,7028,7028,,,,,CION,2020-11-16
KLO Intermediate Holdings LLC,First Lien,Chemicals,,,LIBOR,775,2022-04-07,2022-04-07,4583,4303,4303,,,,,CION,2020-11-16
KNB Holdings Corp.,First Lien,Consumer Products,,,LIBOR,550,2024-04-26,2024-04-26,8293,8180,8180,,,,,CION,2020-11-16
Labvantage Solutions Ltd.,First Lien,Software,,,Euribor,750,2020-12-29,2020-12-29,3705,4153,4153,,,,,CION,2020-11-16
Labvantage Solutions Inc.,First Lien,Software,,,LIBOR,750,2020-12-29,2020-12-29,3566,3556,3556,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,First Lien,Business Services,,,LIBOR,550,2024-10-31,2024-10-31,17361,17132,17132,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,First Lien,Business Services,,,LIBOR,550,2024-10-31,2024-10-31,4286,4228,4228,,,,,CION,2020-11-16
LAV Gear Holdings Inc.,Unfunded Commitment,Business Services,,,N/A,,,2021-04-07,,864,,,,,,CION,2020-11-16
LD Intermediate Holdings Inc.,First Lien,Software,,,LIBOR,588,2022-12-09,2022-12-09,4694,4446,4446,,,,,CION,2020-11-16
Lift Brands Inc.,First Lien,Business Services,,,LIBOR,700,2023-04-16,2023-04-16,43321,42649,42649,,,,,CION,2020-11-16
Lift Brands Inc.,First Lien,Business Services,,,LIBOR,700,2023-04-16,2023-04-16,1050,1050,1050,,,,,CION,2020-11-16
Lift Brands Inc.,Unfunded Commitment,Business Services,,,N/A,,,2023-04-16,,3950,,,,,,CION,2020-11-16
Longview Power LLC,First Lien,Oil & Gas,,,LIBOR,600,2021-04-13,2021-04-13,17745,16376,16376,,,,,CION,2020-11-16
Manna Pro Products LLC,First Lien,Retail,,,LIBOR,600,2023-12-08,2023-12-08,3439,3439,3439,,,,,CION,2020-11-16
APIDOS CLO XVI Subordinated Notes,Subordinated Debt,Financial Services,,,N/A,,,,9000,3041,3041,,,,,CION,2020-11-16
CENT CLO 19 Ltd. Subordinated Notes,Subordinated Debt,Financial Services,,,N/A,,,,2000,1161,1161,,,,,CION,2020-11-16
Galaxy XV CLO Ltd. Class A Subordinated Notes,Subordinated Debt,Financial Services,5.76%,,N/A,,,,4000,2099,2099,,,,,CION,2020-11-16
Ivy Hill Middle Market Credit Fund VIII Ltd. Subordinated Loan,Subordinated Debt,Financial Services,11.84%,,N/A,,,,10000,9200,9200,,,,,CION,2020-11-16
WPLM Acquisition Corp.,Unsecured Debt,Media & Entertainment,15.00%,,N/A,,2025-11-24,,,5000,4912,4912,,,,CION,2020-11-16
1244301 B.C. LTD.,Common Equity,Chemicals,,,,,,,807268,,,,,,,CION,2020-11-16
ACNR Holdings Inc. Common Shares,Common Equity,Metals & Mining,,,,,,,6018,,,,90,,,CION,2020-11-16
ACNR Holdings Inc. Preferred Shares,Preferred Equity,Metals & Mining,,,,,,,1890,,,,26,,,CION,2020-11-16
American Clinical Solutions LLC Class A Membership Interests,Other,Pharmaceuticals & Biotechnology,,,,,,,6030384,,,,1658,,,CION,2020-11-16
Anthem Sports and Entertainment Inc. Class A Preferred Stock Warrants,Warrants,Media & Entertainment,,,,,,,769,,,,205,,,CION,2020-11-16
Anthem Sports and Entertainment Inc. Class B Preferred Stock Warrants,Warrants,Media & Entertainment,,,,,,,135,,,,,,,CION,2020-11-16
Anthem Sports and Entertainment Inc. Common Stock Warrants,Warrants,Media & Entertainment,,,,,,,2508,,,,,,,CION,2020-11-16
APC Parent Inc. Common Stock,Common Equity,Automotive,,,,,,,425218,,,,3716,,,CION,2020-11-16
APC Parent Inc. Warrants,Warrants,Automotive,,,,,,,6268,,,,,,,CION,2020-11-16
ARC Financial Partners LLC Membership Interests,Other,Metals & Mining,,,,,,,,,,,,,,CION,2020-11-16
Ascent Resources - Marcellus LLC Common Shares,Common Equity,Oil & Gas,,,,,,,511255,,,,1642,,,CION,2020-11-16
Ascent Resources - Marcellus LLC Warrants,Warrants,Oil & Gas,,,,,,,132367,,,,13,,,CION,2020-11-16
BCP Great Lakes Fund LP Partnership Interests,Partnership Interest,Financial Services,,,,,,,,,,,12890,,,CION,2020-11-16
Carestream Health Holdings Inc. Warrants,Warrants,Pharmaceuticals & Biotechnology,,,,,,,233,,,,565,,,CION,2020-11-16
CHC Medical Partners Inc. Series C Preferred Stock,Preferred Equity,Pharmaceuticals & Biotechnology,12.00%,,N/A,,,,2727273,,,,5544,,,CION,2020-11-16
CION SOF Funding LLC Membership Interests,Other,Financial Services,,,,,,,,,,,31289,,,CION,2020-11-16
Conisus Holdings Inc. Series B Preferred Stock,Preferred Equity,Pharmaceuticals & Biotechnology,12.00%,,N/A,,,,12677833,,,,14578,,,CION,2020-11-16
Conisus Holdings Inc. Common Stock,Common Equity,Pharmaceuticals & Biotechnology,,,,,,,4914556,,,,200,,,CION,2020-11-16
Country Fresh Holdings LLC Common Stock,Common Equity,Food & Beverage,,,,,,,2985,,,,5249,,,CION,2020-11-16
Deutsche Bank AG Frankfurt CRAFT 2015-2 Class Credit Linked Note,Other,Financial Services,,,LIBOR,,,,,7212,,,,7212,,CION,2020-11-16
WPLM Acquisition Corp.,Unsecured Debt,Media & Entertainment,15.00%,,N/A,,,,5000,,,,4901,,,CION,2020-11-16
Avaya Holdings Corp. Common Stock,Common Equity,Telecommunications,,,,,,,321260,,,,5285,,,CION,2020-11-16
David's Bridal Inc. Series A Preferred Stock,Preferred Equity,Retail,,,,,,,1396,,,,140,,,CION,2020-11-16
David's Bridal Inc. Series B Preferred Stock,Preferred Equity,Retail,,,,,,,4183,,,,410,,,CION,2020-11-16
David's Bridal Inc. Common Stock,Common Equity,Retail,,,,,,,39423,,,,,,,CION,2020-11-16
David's Bridal Inc. Reallocation Rights,Other,Retail,,,,,,,7500,,,,,,,CION,2020-11-16
Deutsche Bank AG Frankfurt CRAFT 2015-2 Class Credit Linked Note,Other,Financial Services,,,,,,,,,10051,,,10051,,CION,2020-11-16
APIDOS CLO XVI Subordinated Notes,Subordinated Debt,Financial Services,,,,,,,,9000,,,3697,,,CION,2020-11-16
CENT CLO 19 Ltd. Subordinated Notes,Subordinated Debt,Financial Services,,,,,,,,2000,,,1163,,,CION,2020-11-16
Galaxy XV CLO Ltd. Class A Subordinated Notes,Subordinated Debt,Financial Services,,,,,,,,4000,,,2272,,,CION,2020-11-16
Ivy Hill Middle Market Credit Fund VIII Ltd. Subordinated Loan,Subordinated Debt,Financial Services,,,,,,,,10000,,,9371,,,CION,2020-11-16
Charming Charlie LLC Common Stock,Common Equity,Retail,,,,,,,30046243,,,1302,,,,CION,2020-11-16
CHC Medical Partners Inc. Series C Preferred Stock,Preferred Equity,Pharmaceuticals & Biotechnology,,12%,,,,,,2727273,,,5004,,,CION,2020-11-16
Conisus Holdings Inc. Series B Preferred Stock,Preferred Equity,Pharmaceuticals & Biotechnology,,12%,,,,,,12677833,,,12734,,,CION,2020-11-16
David's Bridal Inc. Common Stock,Common Equity,Retail,,,,,,,32296,,,580,,,,CION,2020-11-16
F+W Media Inc. Common Stock,Common Equity,Media & Entertainment,,,,,,,31211,,,,,,,CION,2020-11-16
HDNet Holdco LLC Preferred Unit Call Option,Preferred Equity,Media & Entertainment,,,,,,,0.67,,,,,,,CION,2020-11-16
Independent Pet Partners Intermediate Holdings LLC Class A Preferred Units,Preferred Equity,Retail,,,,,,,1000000,,,1000,,,,CION,2020-11-16
Independent Pet Partners Intermediate Holdings LLC Warrants,Warrants,Retail,,,,,,,155880,,,,,,,CION,2020-11-16
Mooregate ITC Acquisition LLC Class A Units,Other,Software,,,,,,,500,,,563,,,,CION,2020-11-16
Mount Logan Capital Inc. Common Stock,Common Equity,Financial Services,,,,,,,7842273,,,3335,,,,CION,2020-11-16
NS NWN Acquisition LLC Voting Units,Other,Software,,,,,,,346,,,393,,,,CION,2020-11-16
CircusTrix Holdings LLC,Unfunded Commitment,Hotels & Leisure,,,,,,2019-12-27,4904,,,,,,,CION,2020-11-16
Country Fresh Holdings LLC,Unfunded Commitment,Food & Beverage,,,,,,2023-04-29,735,,,,,,,CION,2020-11-16
Deluxe Entertainment Services Group Inc.,Unfunded Commitment,Media & Entertainment,,,,,,2019-10-30,1149,,,,,,,CION,2020-11-16
Extreme Reach Inc.,Unfunded Commitment,Media & Entertainment,,,,,,2024-03-29,1744,,,,,,,CION,2020-11-16
Foundation Consumer Healthcare LLC,Unfunded Commitment,Pharmaceuticals & Biotechnology,,,,,,2023-11-02,4211,,,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,Unfunded Commitment,Pharmaceuticals & Biotechnology,,,,,,2019-12-31,239,,,0,,,,CION,2020-11-16
Teladoc Inc.,Unfunded Commitment,Software,,,,,,2020-07-14,1250,,,0,,,,CION,2020-11-16
Moss Holding Company,First Lien,Business Services,8.5%,,LIBOR,6.50%,,2023-04-17,1321,1321,1321,,,,,CION,2020-11-16
Moss Holding Company,Unfunded Commitment,Business Services,,,,,,,,911,,,,,,CION,2020-11-16
NewsCycle Solutions Inc.,First Lien,Media & Entertainment,7.00%,,LIBOR,7.00%,,2022-12-29,14420,14343,14343,,,,,CION,2020-11-16
One Call Corp.,First Lien,Pharmaceuticals & Biotechnology,5.25%,,LIBOR,5.25%,,2022-11-25,3872,3748,3748,,,,,CION,2020-11-16
Optio Rx LLC,First Lien,Pharmaceuticals & Biotechnology,7.00%,,LIBOR,7.00%,,2024-06-28,19900,19900,19900,,,,,CION,2020-11-16
Optio Rx LLC,First Lien,Pharmaceuticals & Biotechnology,10.00%,,LIBOR,10.00%,,2024-06-28,2515,2490,2490,,,,,CION,2020-11-16
Palmetto Solar LLC,First Lien,Software,12.00%,,N/A,,,2024-12-12,11588,11155,11155,,,,,CION,2020-11-16
Palmetto Solar LLC,Unfunded Commitment,Software,,,,,,,,8412,,,,,,CION,2020-11-16
PFS Holding Corp.,First Lien,Retail,,3.50%,LIBOR,3.50%,,2021-01-31,3097,2738,2738,,,,,CION,2020-11-16
PH Beauty Holdings III Inc.,First Lien,Consumer Products,5.00%,,LIBOR,5.00%,,2025-09-28,4851,4813,4813,,,,,CION,2020-11-16
Pixelle Specialty Solutions LLC,First Lien,Packaging,6.50%,,LIBOR,6.50%,,2024-10-31,20381,20001,20001,,,,,CION,2020-11-16
Plano Molding Company LLC,First Lien,Consumer Products,7.50%,,LIBOR,7.50%,,2021-05-12,5978,5963,5963,,,,,CION,2020-11-16
Plano Molding Company LLC,First Lien,Consumer Products,9.00%,,LIBOR,9.00%,,2022-05-11,728,722,722,,,,,CION,2020-11-16
Polymer Additives Inc.,First Lien,Chemicals,6.00%,,LIBOR,6.00%,,2025-07-31,19650,19351,19351,,,,,CION,2020-11-16
Polymer Process Holdings Inc.,First Lien,Chemicals,6.00%,,LIBOR,6.00%,,2026-05-01,19738,19403,19403,,,,,CION,2020-11-16
SCIH Salt Intermediate Holdings Inc.,First Lien,Chemicals,4.50%,,LIBOR,4.50%,,2027-03-16,4988,4940,4940,,,,,CION,2020-11-16
Securus Technologies Holdings Inc.,First Lien,Telecommunications,4.50%,,LIBOR,4.50%,,2024-11-01,3959,3002,3002,,,,,CION,2020-11-16
SEK Holding Co LLC,First Lien,Financial Services,11.50%,,LIBOR,11.50%,,2022-03-14,15835,15644,15644,,,,,CION,2020-11-16
Sequoia Healthcare Management LLC,First Lien,Pharmaceuticals & Biotechnology,12.75%,,N/A,,,2023-08-21,8525,8457,8457,,,,,CION,2020-11-16
SIMR LLC,First Lien,Pharmaceuticals & Biotechnology,17.00%,,LIBOR,15.00%,,2023-09-07,15872,15282,15282,,,,,CION,2020-11-16
Smart & Final Inc.,First Lien,Retail,6.75%,,LIBOR,6.75%,,2025-06-20,7855,7252,7252,,,,,CION,2020-11-16
Software Luxembourg Acquisitions S.À.R.L.,First Lien,Software,7.50%,,LIBOR,7.50%,,2025-04-27,3011,2900,2900,,,,,CION,2020-11-16
Software Luxembourg Acquisitions S.À.R.L.,First Lien,Software,7.50%,,LIBOR,7.50%,,2024-12-27,807,796,796,,,,,CION,2020-11-16
Sorenson Communications LLC,First Lien,Telecommunications,6.50%,,LIBOR,6.50%,,2024-04-30,11840,11525,11525,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,9.50%,,LIBOR,9.50%,,2021-06-30,12593,12504,12504,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,9.50%,,LIBOR,9.50%,,2021-06-30,1087,1087,1087,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,9.50%,,LIBOR,9.50%,,2021-06-30,572,493,493,,,,,CION,2020-11-16
Stats Intermediate Holdings LLC,First Lien,Software,5.25%,,LIBOR,5.25%,,2026-07-12,9925,9737,9737,,,,,CION,2020-11-16
Telestream Holdings Corp.,First Lien,Software,6.45%,,LIBOR,6.45%,,2022-03-24,8700,8633,8633,,,,,CION,2020-11-16
Volta Charging LLC,First Lien,Media & Entertainment,12.00%,,N/A,,2024-06-19,,1961,,,,,,,CION,2020-11-16
Volta Charging LLC,Unfunded Commitment,Media & Entertainment,,,,,,2021-06-19,10000,,,,,,,CION,2020-11-16
Wok Holdings Inc.,First Lien,Food & Beverage,6.50%,,LIBOR,6.50%,,2026-03-01,12903,12736,,,,,,CION,2020-11-16
Woodstream Corp.,First Lien,Consumer Products,6.00%,,LIBOR,6.00%,,2022-05-29,9300,9300,,,,,,CION,2020-11-16
Woodstream Corp.,First Lien,Consumer Products,6.00%,,LIBOR,6.00%,,2022-05-29,559,559,,,,,,CION,2020-11-16
1A Smart Start LLC,First Lien,Software,8.25%,,LIBOR,8.25%,,2022-08-21,13800,13618,,,,,,CION,2020-11-16
Access CIG LLC,First Lien,Business Services,7.75%,,LIBOR,0.00%,,2026-02-27,17250,17135,17135,,,,,CION,2020-11-16
Albany Molecular Research Inc.,First Lien,Pharmaceuticals & Biotechnology,7.00%,,LIBOR,1.00%,,2025-08-30,10000,9858,9858,,,,,CION,2020-11-16
American Residential Services LLC,First Lien,Construction & Engineering,8.00%,,LIBOR,1.00%,,2022-12-31,5180,5161,5161,,,,,CION,2020-11-16
Carestream Health Inc.,First Lien,Pharmaceuticals & Biotechnology,9.50%,,LIBOR,9.50%,,2021-06-07,10662,10662,,,,,,CION,2020-11-16
Country Fresh Holdings LLC,First Lien,Food & Beverage,8.50%,,LIBOR,8.50%,,2024-04-29,2028,2028,,,,,,CION,2020-11-16
Dayton Superior Corp.,First Lien,Construction & Engineering,7.00%,,LIBOR,7.00%,,2024-12-04,1507,1507,,,,,,CION,2020-11-16
Deluxe Entertainment Services Inc.,First Lien,Media & Entertainment,8.50%,,LIBOR,8.50%,,2024-09-25,9890,9675,,,,,,CION,2020-11-16
EagleTree-Carbide Acquisition Corp.,First Lien,Consumer Products,8.50%,,LIBOR,8.50%,,2025-08-28,25000,24695,,,,,,CION,2020-11-16
Evergreen Skills Lux S.À.R.L.,First Lien,Software,8.25%,,LIBOR,8.25%,,2022-04-28,9999,8147,,,,,,CION,2020-11-16
Global Tel*Link Corp.,First Lien,Telecommunications,8.25%,,LIBOR,0.00%,,2026-11-29,11500,11327,11327,,,,,CION,2020-11-16
LSCS Holdings Inc.,First Lien,Business Services,8.25%,,LIBOR,0.00%,,2026-03-16,11891,11675,11675,,,,,CION,2020-11-16
Mayfield Agency Borrower Inc.,First Lien,Financial Services,8.50%,,LIBOR,8.50%,,2026-03-02,20000,19723,,,,,,CION,2020-11-16
Medical Solutions Holdings Inc.,First Lien,Pharmaceuticals & Biotechnology,8.38%,,LIBOR,1.00%,,2025-06-16,10000,9889,9889,,,,,CION,2020-11-16
MedPlast Holdings Inc.,First Lien,Pharmaceuticals & Biotechnology,7.75%,,LIBOR,0.00%,,2026-07-02,6750,6696,6696,,,,,CION,2020-11-16
Ministry Brands LLC,First Lien,Business Services,9.25%,,LIBOR,1.00%,,2023-06-02,7000,6963,6963,,,,,CION,2020-11-16
Niacet Corp.,First Lien,Chemicals,8.75%,,Euribor,8.75%,,2024-08-01,7489,7985,,,,,,CION,2020-11-16
Patterson Medical Supply Inc.,First Lien,Pharmaceuticals & Biotechnology,8.50%,,LIBOR,8.50%,,2023-08-28,13500,13419,,,,,,CION,2020-11-16
PetroChoice Holdings Inc.,First Lien,Chemicals,8.75%,,LIBOR,1.00%,,2023-08-21,10000,9885,9885,,,,,CION,2020-11-16
PFS Holding Corp.,First Lien,Retail,7.25%,,LIBOR,1.00%,,2022-01-31,4998,4155,4155,,,,,CION,2020-11-16
Premiere Global Services Inc.,First Lien,Telecommunications,9.50%,,LIBOR,9.50%,,2024-06-06,3070,2960,,,,,,CION,2020-11-16
Securus Technologies Holdings Inc.,First Lien,Telecommunications,8.25%,,LIBOR,1.00%,,2025-11-01,2942,2918,2918,,,,,CION,2020-11-16
Moss Holding Company,First Lien,Business Services,,,,,,,2126,,,,,,,CION,2020-11-16
Moxie Patriot LLC,First Lien,Oil & Gas,,5.75%,LIBOR,5.75%,,2020-12-19,9799,9792,9792,,,,,CION,2020-11-16
Murray Energy Corp.,First Lien,Metals & Mining,,7.25%,LIBOR,7.25%,,2022-10-17,3574,3562,3562,,,,,CION,2020-11-16
Murray Energy Corp.,First Lien,Metals & Mining,,11.00%,LIBOR,11.00%,,2020-07-29,662,643,643,,,,,CION,2020-11-16
NewsCycle Solutions Inc.,First Lien,Media & Entertainment,,7.00%,LIBOR,7.00%,,2022-12-29,14868,14764,14764,,,,,CION,2020-11-16
One Call Corp.,First Lien,Pharmaceuticals & Biotechnology,,5.25%,LIBOR,5.25%,,2022-11-25,7915,7582,7582,,,,,CION,2020-11-16
Petroflow Energy Corp.,First Lien,Oil & Gas,,8.00%,LIBOR,8.00%,,2019-06-29,642,223,223,,,,,CION,2020-11-16
PH Beauty Holdings III Inc.,First Lien,Consumer Products,,5.00%,LIBOR,5.00%,,2025-09-28,4888,4845,4845,,,,,CION,2020-11-16
Pixelle Specialty Solutions LLC,First Lien,Packaging,,6.00%,LIBOR,6.00%,,2024-10-31,24775,24244,24244,,,,,CION,2020-11-16
Plano Molding Company LLC,First Lien,Consumer Products,,7.50%,LIBOR,7.50%,,2021-05-12,6010,5979,5979,,,,,CION,2020-11-16
Polymer Additives Inc.,First Lien,Chemicals,,6.00%,LIBOR,6.00%,,2025-07-31,19800,19462,19462,,,,,CION,2020-11-16
Polymer Process Holdings Inc.,First Lien,Chemicals,,6.00%,LIBOR,6.00%,,2026-05-01,19888,19513,19513,,,,,CION,2020-11-16
Rhino Energy LLC,First Lien,Metals & Mining,,10.00%,LIBOR,10.00%,,2022-12-27,9387,9149,9149,,,,,CION,2020-11-16
Securus Technologies Holdings Inc.,First Lien,Telecommunications,,4.50%,LIBOR,4.50%,,2024-11-01,3990,2897,2897,,,,,CION,2020-11-16
SEK Holding Co LLC,First Lien,Financial Services,,11.50%,LIBOR,11.50%,,2022-03-14,15415,15179,15179,,,,,CION,2020-11-16
SIMR LLC,First Lien,Pharmaceuticals & Biotechnology,,17.00%,LIBOR,17.00%,,2023-09-07,15091,14853,14853,,,,,CION,2020-11-16
Smart & Final Inc.,First Lien,Retail,,6.75%,LIBOR,6.75%,,2025-06-20,9950,9091,9091,,,,,CION,2020-11-16
Sorenson Communications LLC,First Lien,Telecommunications,,6.50%,LIBOR,6.50%,,2024-04-30,12536,12089,12089,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,,9.50%,LIBOR,9.50%,,2021-06-30,12654,12653,12653,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,,9.50%,LIBOR,9.50%,,2021-06-30,563,563,563,,,,,CION,2020-11-16
Spinal USA Inc. / Precision Medical Inc.,First Lien,Pharmaceuticals & Biotechnology,,9.50%,LIBOR,9.50%,,2021-06-30,542,493,493,,,,,CION,2020-11-16
Stats Intermediate Holdings LLC,First Lien,Software,,5.25%,LIBOR,5.25%,,2026-07-12,10000,9789,9789,,,,,CION,2020-11-16
STG-Fairway Acquisitions Inc.,First Lien,Business Services,,5.25%,LIBOR,5.25%,,2022-06-30,3929,3866,3866,,,,,CION,2020-11-16
Teladoc Inc.,Unfunded Commitment,Software,,,,,,,,1250,,,,,,CION,2020-11-16
Telestream Holdings Corp.,First Lien,Software,,6.45%,LIBOR,6.45%,,2022-03-24,8769,8668,8668,,,,,CION,2020-11-16
Woodstream Corp.,First Lien,Consumer Products,8.00%,,N/A,,,2021-05-29,559,,,1.2,,,,CION,2020-11-16
1A Smart Start LLC,Second Lien,Software,8.25%,,LIBOR,7.25%,,2022-08-21,17800,17547,17547,1.0,,,,CION,2020-11-16
ABG Intermediate Holdings 2 LLC,Second Lien,Retail,7.75%,,LIBOR,6.75%,,2025-09-29,3000,2995,2995,0.2,,,,CION,2020-11-16
Access CIG LLC,Second Lien,Business Services,7.75%,,LIBOR,6.75%,,2026-02-27,17250,17124,17124,1.0,,,,CION,2020-11-16
Albany Molecular Research Inc.,Second Lien,Pharmaceuticals & Biotechnology,7.00%,,LIBOR,6.00%,,2025-08-30,10000,9838,9838,0.7,,,,CION,2020-11-16
ALM Media LLC,Second Lien,Media & Entertainment,8.00%,,LIBOR,7.00%,,2021-07-30,10344,10309,10309,0.7,,,,CION,2020-11-16
American Residential Services LLC,Second Lien,Construction & Engineering,8.00%,,LIBOR,7.00%,,2022-12-31,5180,5136,5136,0.3,,,,CION,2020-11-16
Carestream Health Inc.,Second Lien,Pharmaceuticals & Biotechnology,9.50%,,LIBOR,8.50%,,2021-06-07,10662,10662,10662,0.7,,,,CION,2020-11-16
Country Fresh Holdings LLC,Second Lien,Food & Beverage,8.50%,,LIBOR,7.50%,,2024-04-29,1974,1975,1975,0.1,,,,CION,2020-11-16
EagleTree-Carbide Acquisition Corp.,Second Lien,Consumer Products,8.50%,,LIBOR,7.50%,,2025-08-28,23000,22727,22727,1.5,,,,CION,2020-11-16
Evergreen Skills Lux S.À.R.L.,Second Lien,Software,8.25%,,LIBOR,7.25%,,2022-04-28,9999,8106,8106,0.5,,,,CION,2020-11-16
Global Tel*Link Corp.,Second Lien,Telecommunications,8.25%,,LIBOR,7.25%,,2026-11-29,11500,11309,11309,0.8,,,,CION,2020-11-16
LSCS Holdings Inc.,Second Lien,Business Services,8.25%,,LIBOR,7.25%,,2026-03-16,11891,11653,11653,0.8,,,,CION,2020-11-16
Mayfield Agency Borrower Inc.,Second Lien,Financial Services,8.50%,,LIBOR,7.50%,,2026-03-02,20000,19719,19719,1.3,,,,CION,2020-11-16
Medical Solutions Holdings Inc.,Second Lien,Pharmaceuticals & Biotechnology,8.25%,,LIBOR,7.25%,,2025-06-16,10000,9874,9874,0.7,,,,CION,2020-11-16
MedPlast Holdings Inc.,Second Lien,Pharmaceuticals & Biotechnology,7.75%,,LIBOR,6.75%,,2026-07-02,6750,6690,6690,0.4,,,,CION,2020-11-16
Ministry Brands LLC,Second Lien,Business Services,9.25%,,LIBOR,8.25%,,2023-06-02,7000,6928,6928,0.5,,,,CION,2020-11-16
Niacet Corp.,Second Lien,Chemicals,8.75%,,Euribor,7.75%,,2024-08-01,7489,7977,7977,0.5,,,,CION,2020-11-16
Patterson Medical Supply Inc.,Second Lien,Pharmaceuticals & Biotechnology,8.50%,,LIBOR,7.50%,,2023-08-28,13500,13417,13417,0.9,,,,CION,2020-11-16
PetroChoice Holdings Inc.,Second Lien,Chemicals,8.75%,,LIBOR,7.75%,,2023-08-21,15000,14778,14778,1.0,,,,CION,2020-11-16
