company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,ticker,filing_date
Spectre Carrisbrook House Ltd.,First Lien,Real Estate,8.50%,,Euribor,7.50%,,2021-08-09,9300,10714,10650,1.1,,,,BCSF,2019-08-07
Solenis International LLC,Second Lien,Packaging,11.21%,,N/A,8.50%,,2026-06-26,15601,15235,14821,1.5,,,,BCSF,2019-08-07
Solenis International LLC,First Lien,Packaging,6.80%,,N/A,4.00%,,2025-06-26,7335,7280,7082,0.7,,,,BCSF,2019-08-07
Clinical Innovations LLC,Revolver,Pharmaceuticals & Biotechnology,7.93%,,N/A,5.50%,,2022-10-17,38,19,33,0.0,,,,BCSF,2019-08-07
Clinical Innovations LLC,First Lien,Pharmaceuticals & Biotechnology,8.02%,,N/A,5.50%,,2023-10-17,11028,10817,10973,1.1,,,,BCSF,2019-08-07
CB Titan Holdings Inc.,Preferred Equity,Pharmaceuticals & Biotechnology,,,,,,,,,1953,1953,2207,0.2,,BCSF,2019-08-07
Concentra Inc.,Second Lien,Pharmaceuticals & Biotechnology,8.88%,,N/A,6.50%,,2023-06-01,14105,13861,14052,1.4,,,,BCSF,2019-08-07
Datix Bidco Ltd.,Revolver,Software,,,,,,2024-10-28,,,,,,,1240,BCSF,2019-08-07
Datix Bidco Ltd.,Second Lien,Pharmaceuticals & Biotechnology,8.68%,,LIBOR,7.75%,,2026-04-27,12134,16272,15311,1.5,,,,BCSF,2019-08-07
Datix Bidco Ltd.,First Lien,Pharmaceuticals & Biotechnology,6.57%,,N/A,4.50%,,2025-04-28,4212,3197,2922,0.3,,,,BCSF,2019-08-07
Drive DeVilbiss,First Lien,Pharmaceuticals & Biotechnology,8.30%,,N/A,5.50%,,2023-01-03,8529,7867,7399,0.7,,,,BCSF,2019-08-07
Genesis Supply Acquisition Co,Subordinated Debt,Pharmaceuticals & Biotechnology,9.50%,,N/A,,2021-04-23,,25000,25000,2.5,,,,,BCSF,2019-08-07
Great Expressions Dental Centers PC,Revolver,Pharmaceuticals & Biotechnology,8.70%,,N/A,4.75%,,2022-09-28,954,943,936,0.1,,,,BCSF,2019-08-07
Great Expressions Dental Centers PC,First Lien,Pharmaceuticals & Biotechnology,7.63%,,N/A,4.75%,,2023-09-28,7982,7894,7862,0.8,,,,BCSF,2019-08-07
Island Medical Management Holdings LLC,First Lien,Pharmaceuticals & Biotechnology,9.02%,,N/A,6.50%,,2022-09-01,9268,9158,8619,0.9,,,,BCSF,2019-08-07
TecoStar Holdings Inc.,Second Lien,Pharmaceuticals & Biotechnology,10.89%,,N/A,8.50%,,2024-11-01,9472,9263,9472,0.9,,,,BCSF,2019-08-07
U.S. Anesthesia Partners Inc.,Second Lien,Pharmaceuticals & Biotechnology,9.77%,,N/A,7.25%,,2025-06-23,16520,16313,16520,1.7,,,,BCSF,2019-08-07
U.S. Anesthesia Partners Inc.,First Lien,Pharmaceuticals & Biotechnology,5.52%,,N/A,3.00%,,2024-06-24,4641,4573,4458,0.4,,,,BCSF,2019-08-07
Caliper Software Inc.,Revolver,Software,8.04%,,N/A,5.50%,,2023-11-30,124,88,87,0.0,,,,BCSF,2019-08-07
CMI Marketing Inc.,Revolver,Software,,,,,,2023-05-24,,,,,,,,BCSF,2019-08-07
CMI Marketing Inc.,First Lien,Software,7.27%,,N/A,4.75%,,2024-05-24,15411,15271,15411,1.5,,,,BCSF,2019-08-07
API Technologies Corp.,Revolver,Software,,,,,,2024-04-22,,,,,,,4183,BCSF,2019-08-07
Jazz Acquisition Inc.,Second Lien,Aerospace & Defense,,,,,,,,,15000,14396,14136,,,BCSF,2019-08-07
Salient CRGT Inc.,First Lien,Aerospace & Defense,,,,,,,,,13086,13155,12890,,,BCSF,2019-08-07
StandardAero Aviation Holdings Inc.,First Lien,Aerospace & Defense,,,,,,,,,19771,19870,19583,,,BCSF,2019-08-07
WP CPP Holdings LLC.,First Lien,Aerospace & Defense,,,,,,,,,4715,4704,4562,,,BCSF,2019-08-07
WP CPP Holdings LLC.,Second Lien,Aerospace & Defense,,,,,,,,,11724,11608,11533,,,BCSF,2019-08-07
CST Buyer Company,Revolver,Manufacturing,,,,,,2023-03-01,,,,,,,897,BCSF,2019-08-07
GOBP Holdings Inc.,First Lien,Food & Beverage,,,,,,,,,16632,16621,16217,,,BCSF,2019-08-07
Hearthside Food Solutions LLC,Other,Other,8.50%,,N/A,,2026-06-01,,9793,8000,,,,,,BCSF,2019-08-07
Dorner Manufacturing Corp.,Revolver,Other,,,,,,,,55,37,55,,,,BCSF,2019-08-07
Tidel Engineering LP,Revolver,Other,,,,,,2023-03-01,,,,,,,,BCSF,2019-08-07
Velvet Acquisition BV,Second Lien,Other,,,,,,,,,6013,7313,6949,,,BCSF,2019-08-07
Abracon Group Holding LLC,Revolver,Other,,,,,,2024-07-18,,,,,,,2833,BCSF,2019-08-07
Aimbridge Hospitality LP,Revolver,Hotels & Leisure,,,,,,2022-06-22,,,,,,,1177,BCSF,2019-08-07
AMCP Clean Acquisition Company LLC,Delayed Draw,Real Estate,,,,,,2025-06-16,,,,,,,2315,BCSF,2019-08-07
Amspec Services Inc.,Revolver,Chemicals,,,,,,2024-07-02,,,,,,,4735,BCSF,2019-08-07
Ansira Holdings Inc.,Revolver,Software,,,,,,2022-12-20,,,,,,,5440,BCSF,2019-08-07
AP Plastics Group LLC,Revolver,Manufacturing,,,,,,2021-08-01,,,,,,,8500,BCSF,2019-08-07
Aramsco Inc.,Revolver,Transportation & Logistics,,,,,,2024-08-28,,,,,,,3161,BCSF,2019-08-07
Caliper Corp.,Revolver,Business Services,,,,,,2023-11-30,,,,,,,2358,BCSF,2019-08-07
Captain D's LLC,Revolver,Food & Beverage,,,,,,2023-12-15,,,,,,,1074,BCSF,2019-08-07
Chase Industries Inc.,Delayed Draw,Manufacturing,,,,,,2025-05-12,,,,,,,3544,BCSF,2019-08-07
Clinical Innovations LLC,Revolver,Healthcare Services,,,,,,2022-10-17,,,,,,,1113,BCSF,2019-08-07
CMI Marketing Inc.,Revolver,Marketing & Advertising,,,,,,2023-05-24,,,,,,,2112,BCSF,2019-08-07
Cruz Bay Publishing Inc.,Revolver,Media & Entertainment,,,,,,2019-06-06,,,,,,,567,BCSF,2019-08-07
Direct Travel Inc.,Revolver,Hotels & Leisure,,,,,,2021-12-01,,,,,,,4250,BCSF,2019-08-07
Dorner Manufacturing Corp.,Revolver,Manufacturing,,,,,,2022-03-15,,,,,,,1044,BCSF,2019-08-07
Drilling Info Holdings Inc.,Delayed Draw,Software,,,,,,2025-07-30,,,,,,,1663,BCSF,2019-08-07
Element Buyer Inc.,Revolver,Transportation & Logistics,,,,,,2024-07-19,,,,,,,4250,BCSF,2019-08-07
ENC Holding Corp.,Delayed Draw,Manufacturing,,,,,,2025-05-30,,,,,,,595,BCSF,2019-08-07
FineLine Technologies Inc.,Revolver,Software,,,,,,2021-11-02,,,,,,,2162,BCSF,2019-08-07
Grammer Purchaser Inc.,Revolver,Automotive,,,,,,2024-09-30,,,,,,,945,BCSF,2019-08-07
Great Expressions Dental Centers PC,Revolver,Healthcare Services,,,,,,2022-09-28,,,,,,,213,BCSF,2019-08-07
Home Franchise Concepts Inc.,Revolver,Other,,,,,,2024-07-09,,,,,,,2530,BCSF,2019-08-07
Horizon Telcom Inc.,Delayed Draw,Telecommunications,,,,,,2023-06-15,,,,,,,1738,BCSF,2019-08-07
Abracon Group Holding LLC,Revolver,Manufacturing,,,,,2024-07-18,,,,,,,2833,,BCSF,2019-08-07
Aimbridge Hospitality LP,Revolver,Hotels & Leisure,,,,,2022-06-22,,,,,,,1177,,BCSF,2019-08-07
AMCP Clean Acquisition Company LLC,Delayed Draw,Financial Services,,,,,2025-06-16,,,,,,,2315,,BCSF,2019-08-07
Amspec Services Inc.,Revolver,Chemicals,,,,,2024-07-02,,,,,,,4735,,BCSF,2019-08-07
Ansira Holdings Inc.,Revolver,Software,,,,,2022-12-20,,,,,,,5440,,BCSF,2019-08-07
AP Plastics Group LLC,Revolver,Manufacturing,,,,,2021-08-01,,,,,,,8500,,BCSF,2019-08-07
API Technologies Corp.,Revolver,Software,,,,,2024-04-22,,,,,,,4183,,BCSF,2019-08-07
Aramsco Inc.,Revolver,Transportation & Logistics,,,,,2024-08-28,,,,,,,3161,,BCSF,2019-08-07
Batteries Plus Holding Corp.,Revolver,Retail,,,,,2022-07-06,,,,,,,4250,,BCSF,2019-08-07
Caliper Corp.,Revolver,Software,,,,,2023-11-30,,,,,,,2358,,BCSF,2019-08-07
Captain D's LLC,Revolver,Food & Beverage,,,,,2023-12-15,,,,,,,1074,,BCSF,2019-08-07
Chase Industries Inc.,Delayed Draw,Manufacturing,,,,,2025-05-12,,,,,,,3544,,BCSF,2019-08-07
Clinical Innovations LLC,Revolver,Healthcare Services,,,,,2022-10-17,,,,,,,1113,,BCSF,2019-08-07
CMI Marketing Inc.,Revolver,Marketing & Advertising,,,,,2023-05-24,,,,,,,2112,,BCSF,2019-08-07
Cruz Bay Publishing Inc.,Revolver,Media & Entertainment,,,,,2019-06-06,,,,,,,567,,BCSF,2019-08-07
CST Buyer Company,Revolver,Manufacturing,,,,,2023-03-01,,,,,,,897,,BCSF,2019-08-07
Datix Bidco Ltd.,Revolver,Software,,,,,2024-10-28,,,,,,,1240,,BCSF,2019-08-07
Direct Travel Inc.,Revolver,Hotels & Leisure,,,,,2021-12-01,,,,,,,4250,,BCSF,2019-08-07
Dorner Manufacturing Corp.,Revolver,Manufacturing,,,,,2022-03-15,,,,,,,1044,,BCSF,2019-08-07
Drilling Info Holdings Inc.,Delayed Draw,Software,,,,,2025-07-30,,,,,,,1663,,BCSF,2019-08-07
Efficient Collaborative Retail Marketing Company LLC,Revolver,Retail,,,,,2022-06-15,,,,,,,3542,,BCSF,2019-08-07
Element Buyer Inc.,Revolver,Manufacturing,,,,,2024-07-19,,,,,,,4250,,BCSF,2019-08-07
ENC Holding Corp.,Delayed Draw,Manufacturing,,,,,2025-05-30,,,,,,,595,,BCSF,2019-08-07
FineLine Technologies Inc.,Revolver,Software,,,,,2021-11-02,,,,,,,2162,,BCSF,2019-08-07
Grammer Purchaser Inc.,Revolver,Automotive,,,,,2024-09-30,,,,,,,945,,BCSF,2019-08-07
Great Expressions Dental Centers PC,Revolver,Healthcare Services,,,,,2022-09-28,,,,,,,213,,BCSF,2019-08-07
Horizon Telcom Inc.,Delayed Draw,Telecommunications,,,,,2023-06-15,,,,,,,1738,,BCSF,2019-08-07
A&R Logistics Inc. - Revolver,First Lien,Transportation & Logistics,,,,,,2025-05-05,,,,,,,5409,BCSF,2019-08-07
Abracon Group Holding LLC. - Revolver,First Lien,Technology Hardware,,,,,,2024-07-18,,,,,,,2833,BCSF,2019-08-07
AMI US Holdings Inc. - Revolver,First Lien,Manufacturing,,,,,,2024-04-01,,,,,,,1395,BCSF,2019-08-07
Amspec Services Inc. - Revolver,First Lien,Chemicals,,,,,,2024-07-02,,,,,,,643,BCSF,2019-08-07
Ansira Holdings Inc. - Delayed Draw,First Lien,Software,,,,,,2022-12-20,,,,,,,1509,BCSF,2019-08-07
Ansira Holdings Inc. - Revolver,First Lien,Software,,,,,,2022-12-20,,,,,,,5440,BCSF,2019-08-07
AP Plastics Group LLC - Revolver,First Lien,Chemicals,,,,,,2021-08-02,,,,,,,8500,BCSF,2019-08-07
Appriss Holdings Inc. - Revolver,First Lien,Software,,,,,,2025-05-30,,,,,,,4711,BCSF,2019-08-07
Aramsco Inc. - Revolver,First Lien,Transportation & Logistics,,,,,,2024-08-28,,,,,,,3048,BCSF,2019-08-07
Batteries Plus Holding Corp. - Revolver,First Lien,Retail,,,,,,2022-07-06,,,,,,,4250,BCSF,2019-08-07
Captain D's LLC - Revolver,First Lien,Food & Beverage,,,,,,2023-12-15,,,,,,,1167,BCSF,2019-08-07
Chase Industries Inc. - Delayed Draw,First Lien,Manufacturing,,,,,,2025-05-12,,,,,,,2619,BCSF,2019-08-07
Clinical Innovations LLC - Revolver,First Lien,Healthcare Services,,,,,,2022-10-17,,,,,,,719,BCSF,2019-08-07
CMI Marketing Inc. - Revolver,First Lien,Marketing & Advertising,,,,,,2023-05-24,,,,,,,2112,BCSF,2019-08-07
CPS Group Holdings Inc. - Revolver,First Lien,Business Services,,,,,,2025-03-03,,,,,,,4933,BCSF,2019-08-07
Cruz Bay Publishing Inc. - Delayed Draw,First Lien,Media & Entertainment,,,,,,2020-02-28,,,,,,,1587,BCSF,2019-08-07
Cruz Bay Publishing Inc. - Revolver,First Lien,Media & Entertainment,,,,,,2020-02-28,,,,,,,567,BCSF,2019-08-07
CST Buyer Company - Revolver,First Lien,Manufacturing,,,,,,2023-03-01,,,,,,,897,BCSF,2019-08-07
Datix Bidco Limited - Revolver,First Lien,Software,,,,,,2024-10-28,,,,,,,1235,BCSF,2019-08-07
Direct Travel Inc. - Delayed Draw,First Lien,Hotels & Leisure,,,,,,2021-12-01,,,,,,,1883,BCSF,2019-08-07
Direct Travel Inc. - Revolver,First Lien,Hotels & Leisure,,,,,,2021-12-01,,,,,,,4250,BCSF,2019-08-07
Dorner Manufacturing Corp. - Revolver,First Lien,Manufacturing,,,,,,2022-03-15,,,,,,,1099,BCSF,2019-08-07
Drilling Info Holdings Inc. - Delayed Draw,First Lien,Business Services,,,,,,2025-07-30,,,,,,,80,BCSF,2019-08-07
Efficient Collaborative Retail Marketing Company LLC - Revolver,First Lien,Retail,,,,,,2022-06-15,,,,,,,3542,BCSF,2019-08-07
Element Buyer Inc. - Delayed Draw,First Lien,Manufacturing,,,,,,2025-07-18,,,,,,,7933,BCSF,2019-08-07
Element Buyer Inc. - Revolver,First Lien,Manufacturing,,,,,,2024-07-19,,,,,,,3683,BCSF,2019-08-07
FFI Holdings I Corp. - Delayed Draw,First Lien,Manufacturing,,,,,,2025-01-24,,,,,,,8138,BCSF,2019-08-07
FFI Holdings I Corp. - Revolver,First Lien,Manufacturing,,,,,,2025-01-24,,,,,,,2877,BCSF,2019-08-07
CMI Marketing Inc. - Revolver,First Lien,Other,,,,,,2023-05-24,,,,,,,2112,BCSF,2019-08-07
Drilling Info Holdings Inc. - Delayed Draw,First Lien,Other,,,,,,2025-07-30,,,,,,,80,BCSF,2019-08-07
ADT Pizza LLC,Partnership Interest,Food & Beverage,,,,,,,,,,6720,6720,6720,,BCSF,2019-08-07
ACC Holdco LLC,Preferred Equity,Aerospace & Defense,,,,,,,,,,16.00,,,,BCSF,2019-08-07
Air Comm Corp. LLC,First Lien,Aerospace & Defense,,,SOFR,6.50%,,2025-07-01,27435,26605,26612,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off I) LLC,Partnership Interest,Aerospace & Defense,,,,,,,,,,11863,11863,14350,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (On II) LLC,First Lien,Aerospace & Defense,,,,,,2022-06-02,6344,6344,6344,,,,,BCSF,2019-08-07
Goldman Sachs Financial Square Government Fund Institutional Share Class,Other,Other,,,,,,,,,,2.26,,,,BCSF,2019-08-07
Goldman Sachs US Treasury Liquid Reserves Fund,Other,Other,,,,,,,,,,2.31,,,,BCSF,2019-08-07
Armor Group LP,Partnership Interest,Other,,,,,,,,1012,1152,,,,,BCSF,2019-08-07
PetroChoice Holdings Inc.,First Lien,Other,7.57%,,N/A,5.00%,2022-08-19,,,10000,9904,9981,,,,BCSF,2019-08-07
PT Holdings LLC,First Lien,Other,6.33%,,N/A,4.00%,2024-12-09,,,21562,21528,20897,,,,BCSF,2019-08-07
Specialty Building Products Holdings LLC,First Lien,Other,8.15%,,N/A,5.75%,2025-10-01,,,16902,16806,16849,,,,BCSF,2019-08-07
SRS Distribution Inc.,First Lien,Other,5.65%,,N/A,3.25%,2025-05-23,,,18900,18458,18167,,,,BCSF,2019-08-07
ADT Pizza LLC,Partnership Interest,Other,,,,,,,,,6720,6720,0.0,,,BCSF,2019-08-07
ACC Holdco LLC,Preferred Equity,Other,,,,,,,,,11706,3,,,,BCSF,2019-08-07
Air Comm Corp. LLC,First Lien,Other,,,,,,,26605,26612,0.7,,,,,BCSF,2019-08-07
Antares Bain Capital Complete Financing Solution LLC,Other,Other,,,,,,,,,279363,13875,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (On II) LLC,Partnership Interest,Other,,,,,,,,,1116,1243,1334,0.5,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (On II) LLC,First Lien,Other,,,,,,,4163,6344,1.3,,,,,BCSF,2019-08-07
Antares Bain Capital Complete Financing Solution LLC,Other,Other,,,,,,,178410,103148,1.310,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (On II) LLC,Partnership Interest,Other,,,,,,,424,1243,0.5,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (On II) LLC,First Lien,Other,,,,,,,1837,4163,1.3,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off I) LLC,Partnership Interest,Other,,,,,,,7839,13479,0.6,,,,,BCSF,2019-08-07
Investment Vehicles,,Investment Vehicles,,,,,,,178410,103148,1.310,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off I) LLC,First Lien,Other,,,,,,,4400,10000,0.4,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off II) LLC,Partnership Interest,Other,,,,,,,6600,11500,0.6,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off XXI) LLC,First Lien,Other,,,,,,,,,,,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off -16) LLC,Partnership Interest,Aerospace & Defense,,,,,,,0,0,0,0,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off -16) LLC,First Lien,Aerospace & Defense,,,,,,,0,0,0,0,,,,BCSF,2019-08-07
BCC Jetstream Holdings Aviation (Off -45) LLC,First Lien,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Investment Vehicles,,Other,,,N/A,0,,,,,,,,,,BCSF,2019-08-07
Aerospace & Defense,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Transportation: Cargo,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Hotel Gaming & Leisure,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Wholesale,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
FIRE: Insurance,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Containers Packaging & Glass,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Beverage Food & Tobacco,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Energy: Oil & Gas,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Energy: Electricity,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Forest Products & Paper,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Chemicals Plastics & Rubber,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Telecommunications,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
Banking,,Other,,,,,,,,,,,,,,BCSF,2019-08-07
First Lien Senior Secured Loans,First Lien,Other,,,,,,,,2118201,2118201,2118201,82.73,,,BCSF,2019-08-07
First Lien Last Out Loans,First Lien,Other,,,,,,,,31754,31754,31754,1.24,,,BCSF,2019-08-07
Second Lien Senior Secured Loans,Second Lien,Other,,,,,,,,196831,196831,196831,7.69,,,BCSF,2019-08-07
Subordinated Debt,Subordinated Debt,Other,,,,,,,,14737,14737,14737,0.57,,,BCSF,2019-08-07
Corporate Bonds,Other,Other,,,,,,,,31754,31754,31754,1.24,,,BCSF,2019-08-07
Investment Vehicles,Other,Other,,,,,,,,31754,31754,31754,1.24,,,BCSF,2019-08-07
Equity Interest,Partnership Interest,Other,,,,,,,,24078,24078,,,,,BCSF,2019-08-07
Preferred Equity,Preferred Equity,Other,,,,,,,,19196,19196,19196,0.75,,,BCSF,2019-08-07
First Lien Senior Secured Loans,First Lien,Other,,,,,,,,2118201,2118201,2118201,82.57,,,BCSF,2019-08-07
First Lien Last Out Loans,First Lien,Other,,,,,,,,27325,27325,,,,,BCSF,2019-08-07
Second Lien Senior Secured Loans,Second Lien,Other,,,,,,,,196831,196831,196831,7.67,,,BCSF,2019-08-07
Equity Interests,Partnership Interest,Other,,,,,,,,28368,28368,28368,1.11,,,BCSF,2019-08-07
Warrants,Warrants,Other,,,,,,,,,,,,,,BCSF,2019-08-07
First Lien Last Out Loans,First Lien,Other,,,,,,,27882,27882,1.08,,,,,BCSF,2019-08-07
Adler & Allan Group Ltd.,First Lien,Environmental Services,9.14%,2.0%,LIBOR,,2022-09-30,,,13062,16489,16482,1.6,,,BCSF,2019-08-07
Badger Merger Sub Inc.,First Lien,Financial Services,7.54%,,N/A,,2025-09-12,,,3642,3624,3560,0.4,,,BCSF,2019-08-07
Bain Capital Credit LP,First Lien,Software,8.5%,,SOFR,5.0%,2023-01-15,2028-01-15,5000,4950,5000,2.5,,,,BCSF,2019-08-07
Bain Capital Credit LP,First Lien,Software,8.5%,,SOFR,5.0%,2023-01-15,,,,,,,,,BCSF,2019-08-07
FIRE: Real Estate,,Real Estate,,,,,,,,10714,,,,,,BCSF,2019-08-07
Utilities: Electric,,Energy & Utilities,,,,,,,,12483,,,,,,BCSF,2019-08-07
FIRE: Finance,,Financial Services,,,,,,,,3624,,,,,,BCSF,2019-08-07
