company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,data_quality_flags,ticker,filing_date
Gener8 LLC,co_a017dd98441e,First Lien,Other,8.5%,,SOFR,4.75%,,2029-09-28,,,,,,,,,CCAP,2024-11-12
Gener8 LLC,co_a017dd98441e,Revolver,Other,8.5%,,SOFR,4.75%,,2029-09-28,,,,,,,,,CCAP,2024-11-12
A&R Logistics Holdings Inc.,co_c9a78b238f3f,First Lien,Transportation,8.5%,,SOFR,4.75%,,2029-09-28,,,,,,,,,CCAP,2024-11-12
Odessa Technologies Inc.,co_37b004402d02,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Odessa Technologies Inc.,co_37b004402d02,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Ontario Systems LLC,co_368fd62c654e,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Ontario Systems LLC,co_368fd62c654e,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Ontario Systems LLC,co_368fd62c654e,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Park Place Technologies LLC,co_7b62066cfc4f,Other Debt,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Perforce Software Inc.,co_8736d4f129ac,Second Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Right Networks LLC,co_0cb37b67f45d,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Right Networks LLC,co_0cb37b67f45d,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Right Networks LLC,co_0cb37b67f45d,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Ruffalo Noel Levitz LLC,co_80c97801395e,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Ruffalo Noel Levitz LLC,co_80c97801395e,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Saturn Borrower Inc.,co_2fa9efcecbc8,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Saturn Borrower Inc.,co_2fa9efcecbc8,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Smartronix LLC,co_0aef8ece01b9,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Smartronix LLC,co_0aef8ece01b9,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
SQAD Holdco Inc.,co_cd62ddfdce39,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
SQAD Holdco Inc.,co_cd62ddfdce39,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
SQAD Holdco Inc.,co_cd62ddfdce39,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
BioAgilytix,co_152315ec5423,First Lien,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
BioAgilytix,co_152315ec5423,Delayed Draw,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
LSCS Holdings Inc.,co_a9729536583e,Second Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Teal Acquisition Co Inc.,co_4736b532428b,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Teal Acquisition Co Inc.,co_4736b532428b,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
WCT Group Holdings LLC,co_45fab153c3a3,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
WCT Group Holdings LLC,co_45fab153c3a3,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
MeriCal LLC,co_fc8e383d430b,First Lien,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
Slickdeals Holdings LLC,co_7621c67fdb3b,Revolver,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
Slickdeals Holdings LLC,co_7621c67fdb3b,First Lien,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
OEM Group LLC,co_a24d2f57ec41,First Lien,Technology Hardware,,,,,,,,,,,,,,,CCAP,2024-11-12
OEM Group LLC,co_a24d2f57ec41,Second Lien,Technology Hardware,,,,,,,,,,,,,,,CCAP,2024-11-12
OEM Group LLC,co_a24d2f57ec41,Revolver,Technology Hardware,,,,,,,,,,,,,,,CCAP,2024-11-12
ABACUS Holdings I LLC,co_a10a6e7f7f20,Delayed Draw,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
ABACUS Holdings I LLC,co_a10a6e7f7f20,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
ABACUS Holdings I LLC,co_a10a6e7f7f20,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Affinitiv Inc.,co_a42faee4b0db,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Affinitiv Inc.,co_a42faee4b0db,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
LSCS Holdings Inc.,co_a9729536583e,Common Equity,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
LSCS Holdings Inc.,co_a9729536583e,Preferred Equity,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
Teal Acquisition Co Inc.,co_4736b532428b,Common Equity,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
WCT Group Holdings LLC,co_45fab153c3a3,Common Equity,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
MeriCal LLC,co_fc8e383d430b,Preferred Equity,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
MeriCal LLC,co_fc8e383d430b,Common Equity,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
Palmetto Moon LLC,co_936269346449,Common Equity,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
Slickdeals Holdings LLC,co_7621c67fdb3b,Common Equity,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
Vivid Seats Ltd.,co_50240b3dc90a,Common Equity,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
OEM Group LLC,co_a24d2f57ec41,Common Equity,Technology Hardware,,,,,,,,,,,,,,,CCAP,2024-11-12
Certify Inc.,co_9098e9fef80c,Common Equity,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Lexipol Ranger Buyer Inc.,co_35aa7ee1ea78,Common Equity,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
NMN Holdings III Corp.,co_674f7f92840d,Common Equity,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Odessa Technologies Inc.,co_37b004402d02,Common Equity,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Park Place Technologies LLC,co_7b62066cfc4f,Common Equity,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Saturn Borrower Inc.,co_2fa9efcecbc8,Common Equity,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Technology Partners LLC,co_a4d1bffc3148,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Technology Partners LLC,co_a4d1bffc3148,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Unifeye Vision Partners,co_4f2743254e0f,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Unifeye Vision Partners,co_4f2743254e0f,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Unifeye Vision Partners,co_4f2743254e0f,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Vital Care Buyer LLC,co_213dfc5b3b9a,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Vital Care Buyer LLC,co_213dfc5b3b9a,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Lash Opco LLC,co_11969eb109de,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Lash Opco LLC,co_11969eb109de,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Balance Partners,co_93b3f7599eca,Delayed Draw,Financial Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Balance Partners,co_93b3f7599eca,Revolver,Financial Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Balance Partners,co_93b3f7599eca,First Lien,Financial Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Evolution BuyerCo Inc.,co_87432de05f9b,First Lien,Financial Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Evolution BuyerCo Inc.,co_87432de05f9b,Revolver,Financial Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Evolution BuyerCo Inc.,co_87432de05f9b,Delayed Draw,Financial Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Sun Acquirer Corp.,co_011b1b84a898,Common Equity,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Envocore Holding LLC,co_d2d043c0b44e,Common Equity,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Envocore Holding LLC,co_d2d043c0b44e,Preferred Equity,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Allied Universal Holdings LLC,co_b4e8fbb96408,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
ASP MCS Acquisition Corp.,co_f05eddc806bd,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
ASP MCS Acquisition Corp.,co_f05eddc806bd,Preferred Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Hercules Borrower LLC,co_34d8b7ece1a7,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Iris Buyer LLC,co_5a3c5d292df0,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
MHS Acquisition Holdings LLC,co_a78ce7eeccfd,Preferred Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
MHS Acquisition Holdings LLC,co_a78ce7eeccfd,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Receivable Solutions Inc.,co_b4ade5e8c953,Preferred Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Service Logic Acquisition Inc.,co_cf34a20730d5,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
TecoStar Holdings Inc.,co_acf7e1568ab9,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Everlast Parent Inc.,co_acc567adc7f6,Common Equity,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
FS Whitewater Borrower LLC,co_2eb67dc5a406,Common Equity,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
HGH Purchaser Inc.,co_1221d99fd14e,Common Equity,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Miraclon Corp.,co_98c63f706c52,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Miraclon Corp.,co_98c63f706c52,Common Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Miraclon Corp.,co_98c63f706c52,Preferred Equity,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Greencross,co_4c145c6ba54c,First Lien,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
AX VI INV2 Holding AB,co_64ff7f133c71,First Lien,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
AX VI INV2 Holding AB,co_64ff7f133c71,Revolver,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
AX VI INV2 Holding AB,co_64ff7f133c71,Second Lien,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
AX VI INV2 Holding AB,co_64ff7f133c71,Delayed Draw,Retail,,,,,,,,,,,,,,,CCAP,2024-11-12
Lion Cashmere Bidco Ltd.,co_1505b4b081fa,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Lion Cashmere Bidco Ltd.,co_1505b4b081fa,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
APC Bidco Ltd.,co_5d6a2699d75f,First Lien,Food & Beverage,,,,,,,,,,,,,,,CCAP,2024-11-12
APC Bidco Ltd.,co_5d6a2699d75f,Delayed Draw,Food & Beverage,,,,,,,,,,,,,,,CCAP,2024-11-12
Jordan Bidco Ltd.,co_06ef9a0a7f04,Delayed Draw,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Jordan Bidco Ltd.,co_06ef9a0a7f04,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
VetStrategy,co_5fb677abd871,Preferred Equity,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
VetStrategy,co_5fb677abd871,Common Equity,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Sandvine Corp.,co_baec03d34e61,Common Equity,Telecommunications,,,,,,,10000,10000,12000,0.5,,,,,CCAP,2024-11-12
Crusoe Bidco Ltd.,co_aefa56445629,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Crusoe Bidco Ltd.,co_aefa56445629,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Nurture Landscapes,co_6cc63773fb6d,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Nurture Landscapes,co_6cc63773fb6d,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Nurture Landscapes,co_6cc63773fb6d,Other Debt,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Efor Holding,co_f2a173a608b9,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Efor Holding,co_f2a173a608b9,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Pitch MidCo B.V.,co_2891a0c3c52b,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Pitch MidCo B.V.,co_2891a0c3c52b,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Eagle Midco B.V.,co_5e402a0aef64,First Lien,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
Eagle Midco B.V.,co_5e402a0aef64,Delayed Draw,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
Eagle Midco B.V.,co_5e402a0aef64,Revolver,Pharmaceuticals & Biotechnology,,,,,,,,,,,,,,,CCAP,2024-11-12
Senior Secured First Lien,co_6d49b7ed78a8,First Lien,Business Services,,,,,,,,17800,,,,,,,CCAP,2024-11-12
Unitranche First Lien,co_ba2870edd720,First Lien,Business Services,,,,,,,,53200,,,,,,,CCAP,2024-11-12
Unsecured Debt,co_91c7fe56e58c,Other Debt,Business Services,,,,,,,,1600,,,,,,,CCAP,2024-11-12
Equity & Other,co_f8fa5f70c6f9,Other Equity,Business Services,,,,,,,,100,,,,,,,CCAP,2024-11-12
Senior Secured Second Lien,co_55787fde83f8,Second Lien,Business Services,,,,,,,,8900,,,,,,,CCAP,2024-11-12
LLC/LP,co_91b1612135d9,Other Equity,Business Services,,,,,,,,1600,,,,,,,CCAP,2024-11-12
AX VI INV2 Holding AB,co_64ff7f133c71,Common Equity,Retail,,,,,,,,,100,,,,,,CCAP,2024-11-12
Goldman Sachs Financial Square Government Fund,co_4ac717b4acca,,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
