company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,ticker,filing_date
ASG II LLC,First Lien Senior Secured,Services Business,10.71%,,SF,6.40,2022-05-25,2028-05-25,285,,,285,,,,MRCC,2025-11-05.BEFORE
BTR Opco LLC,Junior Secured Loan,Automotive,,7.50%,n/a,n/a,2024-09-30,2027-12-31,711,,,658,,,540,MRCC,2025-11-05.BEFORE
BTR Opco LLC,Junior Secured Loan,Automotive,,5.00%,n/a,n/a,2024-09-30,2027-12-31,3665,,,3390,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2014-07-22,2026-12-31,13555,,,13555,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2014-07-22,2026-12-31,6669,,,6669,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2017-05-24,2026-12-31,822,,,822,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2018-08-10,2026-12-31,3021,,,3022,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2019-03-29,2026-12-31,5593,,,5593,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2019-09-30,2026-12-31,26,,,25,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE: Real Estate,,4.46%,SF,0.11,2019-12-30,2026-12-31,128,,,128,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc (Revolver),Revolver,FIRE: Real Estate,,4.46%,SF,0.11,2020-03-30,2026-12-31,2500,,,13555,,,,MRCC,2025-11-05.BEFORE
HFZ Capital Group LLC,Senior Secured Loan,FIRE Real Estate,16.71%,,P,9.46%,2017-10-20,n/a,13242,13242,13242,,,,,MRCC,2025-11-05.BEFORE
HFZ Capital Group LLC,Senior Secured Loan,FIRE Real Estate,16.71%,,P,9.46%,2017-10-20,n/a,4758,4758,4758,,,,,MRCC,2025-11-05.BEFORE
MC Asset Management (Corporate) LLC,Senior Secured Loan,FIRE: Real Estate,,19.59%,SF,15.00,2021-01-26,2029-01-26,12517,,,12517,,,,MRCC,2025-11-05.BEFORE
MC Asset Management (Corporate) LLC,Senior Secured Loan,FIRE: Real Estate,,19.59%,SF,15.00,2021-04-26,2029-01-26,3731,,,3731,,,,MRCC,2025-11-05.BEFORE
Mnine Holdings Inc,Senior Secured Loan,High Tech Industries,7.58%,5.00%,SF,8.26,2018-11-02,2025-12-31,6592,,,6592,,,,MRCC,2025-11-05.BEFORE
Mnine Holdings Inc,Senior Secured Loan,High Tech Industries,7.85%,5.00%,SF,8.26,2023-07-27,2025-12-31,58,,,58,,,,MRCC,2025-11-05.BEFORE
Mnine Holdings Inc (Revolver),Revolver,High Tech Industries,11.32%,,SF,7.00,2022-08-09,2025-12-31,747,,,133,,,,MRCC,2025-11-05.BEFORE
SFR Holdco LLC,Junior Secured Loan,FIRE Real Estate,8.00%,,n/a,n/a,2021-08-06,2028-08-11,5850,5850,5858,,,,,MRCC,2025-11-05.BEFORE
SFR Holdco 2 LLC,Junior Secured Loan,FIRE Real Estate,8.00%,,n/a,n/a,2024-10-24,2029-10-23,2925,2110,2083,,,,,MRCC,2025-11-05.BEFORE
Independence Buyer Inc,Senior Secured Loan,Consumer Goods: Durable,10.20%,2.00%,SF,7.90,2021-08-03,2027-01-31,5345,,,5323,,,,MRCC,2025-11-05.BEFORE
Independence Buyer Inc (Revolver),Revolver,Consumer Goods: Durable,10.07%,2.00%,SF,7.85,2021-08-03,2027-01-31,711,,,374,,,,MRCC,2025-11-05.BEFORE
Recycled Plastics Industries LLC,Senior Secured Loan,Consumer Goods: Durable,11.13%,,SF,6.85,2021-08-04,2026-08-04,2656,,,2645,,,,MRCC,2025-11-05.BEFORE
Recycled Plastics Industries LLC (Revolver),Revolver,Consumer Goods: Durable,11.13%,,SF,6.85,2021-08-04,2026-08-04,284,,,284,,,,MRCC,2025-11-05.BEFORE
The Kyjen Company LLC,Senior Secured Loan,Consumer Goods: Non-Durable,10.61%,1.00%,SF,7.75,2021-05-14,2026-04-03,992,,,990,,,,MRCC,2025-11-05.BEFORE
The Kyjen Company LLC,Senior Secured Loan,Consumer Goods: Non-Durable,10.36%,1.00%,SF,7.50,2022-09-13,2026-04-03,2,,,2,,,,MRCC,2025-11-05.BEFORE
The Kyjen Company LLC (Revolver),Revolver,Consumer Goods: Non-Durable,10.51%,1.00%,SF,7.65,2021-05-14,2026-04-03,105,,,105,,,,MRCC,2025-11-05.BEFORE
Thrasio LLC,Senior Secured Loan,Consumer Goods: Non-Durable,,14.58%,SF,10.26,2024-07-18,2029-06-18,287,,,287,,,,MRCC,2025-11-05.BEFORE
GC Champion Acquisition LLC,Senior Secured Loan,FIRE: Finance,9.22%,,SF,5.00,2022-08-19,2028-08-18,3891,,,3864,,,,MRCC,2025-11-05.BEFORE
GC Champion Acquisition LLC,Senior Secured Loan,FIRE: Finance,9.22%,,SF,5.00,2022-08-19,2028-08-18,690,,,690,,,,MRCC,2025-11-05.BEFORE
GC Champion Acquisition LLC,Senior Secured Loan,FIRE: Finance,9.22%,,SF,5.00,2023-08-01,2028-08-18,2070,,,2031,,,,MRCC,2025-11-05.BEFORE
GC Champion Acquisition LLC (Delayed Draw),Delayed Draw Loan,FIRE: Finance,9.22%,,SF,5.00,2024-12-31,2028-08-18,669,,,,,,,MRCC,2025-11-05.BEFORE
J2 BWA Funding LLC (Revolver),Revolver,FIRE: Finance,10.00%,,n/a,n/a,2020-12-24,2026-12-24,1686,,,1651,,,,MRCC,2025-11-05.BEFORE
Liftforward SPV II LLC,Senior Secured Loan,FIRE: Finance,,15.03%,SF,10.86,2016-11-10,2026-03-31,338,,,338,,,,MRCC,2025-11-05.BEFORE
Bluesight Inc,Senior Secured Loan,Healthcare & Pharmaceuticals,9.50%,,SF,5.50,2023-07-17,2029-07-17,2000,,,1957,,,,MRCC,2025-11-05.BEFORE
Bluesight Inc,Senior Secured Loan,Healthcare & Pharmaceuticals,9.50%,,SF,5.50,2024-10-15,2029-07-17,261,,,258,,,,MRCC,2025-11-05.BEFORE
Bluesight Inc,Senior Secured Loan,Healthcare & Pharmaceuticals,9.50%,,SF,5.50,2024-12-31,2029-07-17,1739,,,1717,,,,MRCC,2025-11-05.BEFORE
Bluesight Inc (Revolver),Revolver,Healthcare & Pharmaceuticals,9.50%,,SF,5.50,2023-07-17,2029-07-17,348,,,,,,,MRCC,2025-11-05.BEFORE
Dorado Acquisition Inc,Senior Secured Loan,Healthcare & Pharmaceuticals,10.88%,,SF,6.60,2021-06-30,2026-06-30,4717,,,4699,,,,MRCC,2025-11-05.BEFORE
Dorado Acquisition Inc,Senior Secured Loan,Healthcare & Pharmaceuticals,10.94%,,SF,6.65,2022-11-27,2026-06-30,3911,,,3887,,,,MRCC,2025-11-05.BEFORE
Dorado Acquisition Inc (Revolver),Revolver,Healthcare & Pharmaceuticals,10.94%,,SF,6.65,2021-06-30,2026-06-30,596,,,,,,,MRCC,2025-11-05.BEFORE
KL Moon Acquisition LLC,Senior Secured Loan,Healthcare & Pharmaceuticals,11.30%,,SF,7.00,2023-02-01,2029-02-01,5050,,,4961,,,,MRCC,2025-11-05.BEFORE
Quest Resource Management Group LLC,Warrant,Environmental Services,,,,,n/a,n/a,2020-10-19,2028-03-17,,,,,,MRCC,2025-11-05.BEFORE
Quest Resource Management Group LLC,Warrant,Environmental Services,,,,,n/a,n/a,2021-10-19,2028-03-17,,,,,,MRCC,2025-11-05.BEFORE
J2 BWA Funding LLC,Profit Sharing,Finance,,,,,n/a,n/a,2020-12-24,,,,,,52,MRCC,2025-11-05.BEFORE
Residential Homes for Rent LLC,Preferred Equity,Real Estate,,,,,n/a,n/a,2024-03-05,,,,,,1819,MRCC,2025-11-05.BEFORE
Residential Homes for Rent LLC,Warrant,Real Estate,,,,,n/a,n/a,2024-03-05,2034-03-05,,,,,,MRCC,2025-11-05.BEFORE
WitkoffMonroe 700 JV LLC,Preferred Equity,Real Estate,,,,,n/a,n/a,2021-07-02,,,,,,2,MRCC,2025-11-05.BEFORE
Bluesight Inc,Preferred Equity,Healthcare & Pharmaceuticals,,9.00%,n/a,n/a,2023-07-17,,,35,35,35,,,,MRCC,2025-11-05.BEFORE
Bluesight Inc,Common Equity,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2023-07-17,,,,,,,MRCC,2025-11-05.BEFORE
Dorado Acquisition Inc,Preferred Equity,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2021-06-30,,,,,,206,MRCC,2025-11-05.BEFORE
Forest Buyer LLC,Class A Units,Healthcare & Pharmaceuticals,,8.00%,n/a,n/a,2024-03-15,,,107,107,107,,,,MRCC,2025-11-05.BEFORE
Forest Buyer LLC,Class B Units,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2024-03-15,,,,,,,MRCC,2025-11-05.BEFORE
KL Moon Acquisition LLC,Warrant,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2023-01-31,,,,,,505,MRCC,2025-11-05.BEFORE
NationsBenefits LLC,Series B Units,Healthcare & Pharmaceuticals,,5.00%,n/a,n/a,2021-08-20,,,816,816,816,,,,MRCC,2025-11-05.BEFORE
NationsBenefits LLC,Common Equity,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2021-08-20,,,,,,153,MRCC,2025-11-05.BEFORE
NQ PE Project Colosseum Midco Inc,Common Equity,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2022-10-04,,,,,,340,MRCC,2025-11-05.BEFORE
Vero Biotech Inc,Warrant,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2023-12-29,2033-12-29,,,,,,MRCC,2025-11-05.BEFORE
Whistler Parent Holdings III Inc,Series A Preferred Stock,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2024-10-25,,,,,,,MRCC,2025-11-05.BEFORE
Whistler Parent Holdings III Inc,Series B Preferred Stock,Healthcare & Pharmaceuticals,,,,,n/a,n/a,2024-10-25,,,,,,,MRCC,2025-11-05.BEFORE
Arcserve Cayman GP LLC fka Arcstor Midco LLC,Class A Common Units,Software,,,,,n/a,n/a,2024-01-02,,,,,,,MRCC,2025-11-05.BEFORE
BTR Opco LLC fka Born to Run LLC,Senior Secured Loan,Automotive,,13.08%,SF,8.76%,2024-06-21,2027-12-31,569,,,407,,,,MRCC,2025-11-05.BEFORE
Hastings Manufacturing Company,Senior Secured Loan,Automotive,,11.94%,SF,7.60%,2018-04-24,2025-12-30,1820,,,1820,,,,MRCC,2025-11-05.BEFORE
Hastings Manufacturing Company,Senior Secured Loan,Automotive,,11.94%,SF,7.60%,2023-03-29,2025-12-30,657,,,657,,,,MRCC,2025-11-05.BEFORE
Hastings Manufacturing Company,Senior Secured Loan,Automotive,,11.94%,SF,7.60%,2023-12-18,2025-12-30,2019,,,2019,,,,MRCC,2025-11-05.BEFORE
Hastings Manufacturing Company,Revolver,Automotive,,11.94%,SF,7.60%,2023-03-29,2025-12-30,691,,,,,,,MRCC,2025-11-05.BEFORE
Lifted Trucks Holdings LLC,Senior Secured Loan,Automotive,,10.49%,SF,5.90%,2021-08-02,2027-08-02,6790,,,6722,,,,MRCC,2025-11-05.BEFORE
Lifted Trucks Holdings LLC,Revolver,Automotive,,10.09%,SF,5.75%,2021-08-02,2027-08-02,1667,,,222,,,,MRCC,2025-11-05.BEFORE
Panda Acquisition LLC,Senior Secured Loan,Automotive,6.55%,7.13%,SF,9.35%,2022-12-20,2028-10-18,4514,,,3934,,,,MRCC,2025-11-05.BEFORE
MV Receivables II LLC,Senior Secured Loan,Banking,14.30%,,SF,9.75%,2021-07-29,2026-07-29,8100,,,7737,,,,MRCC,2025-11-05.BEFORE
StarCompliance MidCo LLC,Senior Secured Loan,Banking,10.42%,,SF,6.10%,2021-01-12,2027-01-12,2000,,,1984,,,,MRCC,2025-11-05.BEFORE
StarCompliance MidCo LLC,Senior Secured Loan,Banking,10.43%,,SF,6.10%,2021-10-12,2027-01-12,336,,,332,,,,MRCC,2025-11-05.BEFORE
StarCompliance MidCo LLC,Senior Secured Loan,Banking,10.42%,,SF,6.10%,2023-05-31,2027-01-12,256,,,252,,,,MRCC,2025-11-05.BEFORE
StarCompliance MidCo LLC,Senior Secured Loan,Banking,10.43%,,SF,6.10%,2024-11-22,2027-01-12,201,,,198,,,,MRCC,2025-11-05.BEFORE
StarCompliance MidCo LLC,Revolver,Banking,10.42%,,SF,6.10%,2021-01-12,2027-01-12,323,,,223,,,,MRCC,2025-11-05.BEFORE
LVF Holdings Inc,Senior Secured Loan,Beverage Food & Tobacco,9.98%,,SF,5.65%,2021-06-10,2027-06-10,1451,,,1437,,,,MRCC,2025-11-05.BEFORE
LVF Holdings Inc,Senior Secured Loan,Beverage Food & Tobacco,9.98%,,SF,5.65%,2021-06-10,2027-06-10,1389,,,1389,,,,MRCC,2025-11-05.BEFORE
LVF Holdings Inc,Revolver,Beverage Food & Tobacco,9.98%,,SF,5.65%,2021-06-10,2027-06-10,238,,,97,,,,MRCC,2025-11-05.BEFORE
CGI Automated Manufacturing LLC,Senior Secured Loan,Capital Equipment,11.59%,,SF,7.26%,2022-09-09,2026-12-17,3795,,,3735,,,,MRCC,2025-11-05.BEFORE
CGI Automated Manufacturing LLC,Senior Secured Loan,Capital Equipment,11.59%,,SF,7.26%,2022-09-30,2026-12-17,1089,,,1074,,,,MRCC,2025-11-05.BEFORE
Whistler Parent Holdings III Inc,Senior Secured Loan,Healthcare,11.01%,,SF,6.85%,2024-10-25,2028-06-02,5957,,,5908,,5957,5908,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Senior Secured Loan,Media Broadcasting & Subscription,n/a,n/a,n/a,n/a,2019-05-02,,,637,,,637,,,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Senior Secured Loan,Media Broadcasting & Subscription,n/a,n/a,n/a,n/a,2019-11-04,,,122,,,122,,,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Senior Secured Loan,Media Broadcasting & Subscription,12.57%,,SF,8.26%,2023-07-31,2028-01-31,528,,,528,,,528,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Senior Secured Loan,Media Broadcasting & Subscription,12.57%,,SF,8.26%,2023-07-31,2028-01-31,671,,,671,,,671,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Senior Secured Loan,Media Broadcasting & Subscription,12.57%,,SF,8.26%,2023-07-31,2028-01-31,203,,,203,,,203,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Senior Secured Loan,Media Broadcasting & Subscription,12.57%,,SF,8.26%,2023-09-08,2028-01-31,353,,,353,,,353,MRCC,2025-11-05.BEFORE
Education Corporation of America,Senior Secured Loan,Services Consumer,19.25%,,P,12.00%,2015-09-03,,,833,,,830,,,MRCC,2025-11-05.BEFORE
BTR Opco LLC fka Born to Run LLC,Common Equity,Automotive,,,,,,,2024-06-21,,,248,,,248,MRCC,2025-11-05.BEFORE
MV Receivables II LLC,Common Equity,Banking,,,,,,,2021-07-29,,,600,,,600,MRCC,2025-11-05.BEFORE
MV Receivables II LLC,Warrant,Banking,,,,,,,2021-07-28,2031-07-28,,,362,,,MRCC,2025-11-05.BEFORE
Drawbridge Partners LLC,Preferred Equity,Financial Services,,,,,,,2022-09-01,,,,,,,MRCC,2025-11-05.BEFORE
Planful Inc,Preferred Equity,,,,,,,2023-05-03,,,,,,,,MRCC,2025-11-05.BEFORE
Recorded Future Inc,Preferred Equity,Software,,,,,,,2019-07-03,,,,,,,MRCC,2025-11-05.BEFORE
Sparq Holdings Inc,Preferred Equity,Software,,,,,,,2025-09-19,,,,42,,,MRCC,2025-11-05.BEFORE
Sparq Holdings Inc,Common Equity,Software,,,,,,,2023-06-15,,,,300,,,MRCC,2025-11-05.BEFORE
Equine Network LLC,Common Equity,Hotels Gaming & Leisure,,,,,,,2020-12-31,,,,111,,,MRCC,2025-11-05.BEFORE
InMobi Pte Ltd,Warrant,Media Advertising Printing & Publishing,,,,,,,2015-09-18,2025-09-18,,,,,,MRCC,2025-11-05.BEFORE
Relevate Health Group LLC,Common Equity,Media Advertising Printing & Publishing,,,,,,,2020-11-20,,,,,,,MRCC,2025-11-05.BEFORE
Relevate Health Group LLC,Common Equity,Media Advertising Printing & Publishing,,,,,,,2024-11-14,,,,,,,MRCC,2025-11-05.BEFORE
Spherix Global Inc,Common Equity,Media Advertising Printing & Publishing,,,,,,,2024-06-10,,,,13,,,MRCC,2025-11-05.BEFORE
Spherix Global Inc,Common Equity,Media Advertising Printing & Publishing,,,,,,,2021-12-22,,,,81,,,MRCC,2025-11-05.BEFORE
Vice Acquisition Holdco LLC,Common Equity,Media Broadcasting & Subscription,,,,,,,2023-07-31,,,,1480,,,MRCC,2025-11-05.BEFORE
Attom Intermediate Holdco LLC,Common Equity,Media Diversified & Production,,,,,,,2019-01-04,,,,312,,,MRCC,2025-11-05.BEFORE
Chess.com LLC,Common Equity,Media Diversified & Production,,,,,,,2021-12-31,,,,87,,,MRCC,2025-11-05.BEFORE
V10 Entertainment Inc,Common Equity,Media Diversified & Production,,,,,,,2023-01-12,,,,203,,,MRCC,2025-11-05.BEFORE
TJ Management HoldCo LLC,Senior Secured Loan,Beverage Food & Tobacco,9.78%,,SF,5.61%,2020-09-09,2026-12-31,636,175,175,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2014-07-22,2026-12-31,14020,14020,14020,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2014-07-22,2026-12-31,6898,6899,6899,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2017-05-24,2026-12-31,850,851,851,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2018-08-10,2026-12-31,3125,3126,3126,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2019-03-29,2026-12-31,5785,5785,5785,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2019-09-30,2026-12-31,27,25,25,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2019-12-30,2026-12-31,133,132,132,,,,,MRCC,2025-11-05.BEFORE
American Community Homes Inc,Senior Secured Loan,FIRE Real Estate,4.28%,,SF,0.11%,2020-03-30,2026-12-31,2500,,,,,,,MRCC,2025-11-05.BEFORE
MC Asset Management (Corporate) LLC,Senior Secured Loan,FIRE Real Estate,19.29%,,SF,15.00%,2021-01-26,2029-01-26,13685,13685,13685,,,,,MRCC,2025-11-05.BEFORE
MC Asset Management (Corporate) LLC,Senior Secured Loan,FIRE Real Estate,19.29%,,SF,15.00%,2021-04-26,2029-01-26,4079,4079,4079,,,,,MRCC,2025-11-05.BEFORE
NECB Collections LLC,Senior Secured Loan,Services Consumer,16.94%,,L,11.00%,2019-06-25,n/a,1356,1312,1312,,,,,MRCC,2025-11-05.BEFORE
Thrasio LLC,Common Equity,Consumer Goods Non-Durable,,,,,,2024-06-18,,,,,,,1616,MRCC,2025-11-05.BEFORE
MEI Buyer LLC,Common Equity,Construction & Building,,,,,,2023-06-30,,,,,,,178,MRCC,2025-11-05.BEFORE
Quest Resource Management Group LLC,Warrant,Environmental Industries,,,,,,2020-10-19,2028-03-17,,,,,,,MRCC,2025-11-05.BEFORE
Quest Resource Management Group LLC,Warrant,Environmental Industries,,,,,,2021-10-19,2028-03-17,,,,,,,MRCC,2025-11-05.BEFORE
Binah Capital Group Inc,Common Equity,FIRE Finance,,,,,,2024-03-15,,,,,,,139,MRCC,2025-11-05.BEFORE
J2 BWA Funding LLC,Profit Sharing,FIRE Finance,,,,,,2020-12-24,,,,,,,139,MRCC,2025-11-05.BEFORE
Residential Homes for Rent LLC,Preferred Equity,FIRE Real Estate,,,,,,2024-03-05,,,,,,,1114,MRCC,2025-11-05.BEFORE
Residential Homes for Rent LLC,Warrant,FIRE Real Estate,,,,,,2024-03-05,2034-03-05,,,,,,,MRCC,2025-11-05.BEFORE
WitkoffMonroe 700 JV LLC,Preferred Equity,FIRE Real Estate,,,,,,2021-07-02,,,,,,,2,MRCC,2025-11-05.BEFORE
Bluesight Inc,Common Equity,Healthcare & Pharmaceuticals,,,,,,2023-07-17,,,,,,,35,MRCC,2025-11-05.BEFORE
Dorado Acquisition Inc,Class A units,Healthcare & Pharmaceuticals,,,,,,2021-06-30,,,,,,,207,MRCC,2025-11-05.BEFORE
Forest Buyer LLC,Class B units,Healthcare & Pharmaceuticals,,,,,,2024-03-15,,,,,,,250,MRCC,2025-11-05.BEFORE
INH Buyer Inc,A-1 units,Healthcare & Pharmaceuticals,,,,,,2024-12-16,,,,,,,,MRCC,2025-11-05.BEFORE
INH Buyer Inc,Preferred Stock,Healthcare & Pharmaceuticals,,,,,,2024-12-16,,,,,,,,MRCC,2025-11-05.BEFORE
Corel Inc.,First Lien Senior Secured,High Tech Industries,,,SF,5.10,2026-07-02,,3200,3200,3200,,,,,MRCC,2025-11-05.BEFORE
Lightbox Intermediate L.P.,First Lien Senior Secured,High Tech Industries,,,SF,5.11,2026-05-11,,4725,4725,4725,,,,,MRCC,2025-11-05.BEFORE
TGG TS Acquisition Company,First Lien Senior Secured,High Tech Industries,,,SF,6.61,2025-12-12,,2445,2445,2445,,,,,MRCC,2025-11-05.BEFORE
Excel Fitness Holdings Inc.,First Lien Senior Secured,Hotels Gaming & Leisure,,,SF,5.25,2029-04-27,,4309,4309,4309,,,,,MRCC,2025-11-05.BEFORE
Excel Fitness Holdings Inc. (Revolver),Revolver,Hotels Gaming & Leisure,,,SF,5.25,2028-04-28,,625,625,625,,,,,MRCC,2025-11-05.BEFORE
North Haven Spartan US Holdco LLC,First Lien Senior Secured,Hotels Gaming & Leisure,,,SF,5.75,2026-06-05,,2227,2227,2227,,,,,MRCC,2025-11-05.BEFORE
STATS Intermediate Holdings LLC,First Lien Senior Secured,Media Diversified & Production,,,SF,5.51,2026-07-10,,4750,4750,4750,,,,,MRCC,2025-11-05.BEFORE
TA TT Buyer LLC,First Lien Senior Secured,Media Diversified & Production,,,SF,4.75,2029-03-30,,3267,3267,3267,,,,,MRCC,2025-11-05.BEFORE
Eliassen Group LLC,First Lien Senior Secured,Services Business,,,SF,5.75,2028-04-14,,3186,3186,3186,,,,,MRCC,2025-11-05.BEFORE
Eliassen Group LLC,First Lien Senior Secured,Services Business,,,SF,5.75,2028-04-14,,229,229,229,,,,,MRCC,2025-11-05.BEFORE
Secretariat Advisors LLC,First Lien Senior Secured,Services Business,,,SF,4.86,2028-12-29,,1659,1659,1659,,,,,MRCC,2025-11-05.BEFORE
Secretariat Advisors LLC,First Lien Senior Secured,Services Business,,,SF,4.86,2028-12-29,,265,265,265,,,,,MRCC,2025-11-05.BEFORE
SIRVA Worldwide Inc. (Delayed Draw),Delayed Draw Loan,Services Business,,,SF,8.00,2029-02-20,,381,381,381,,,,,MRCC,2025-11-05.BEFORE
Laseraway Intermediate Holdings II LLC,First Lien Senior Secured,Services Consumer,,,SF,5.75,2027-10-14,,2156,2156,2156,,,,,MRCC,2025-11-05.BEFORE
McKissock Investment Holdings LLC,First Lien Senior Secured,Services Consumer,,,SF,5.00,2029-03-09,,2431,2431,2431,,,,,MRCC,2025-11-05.BEFORE
Mavenir Systems Inc.,First Lien Senior Secured,Telecommunications,,,SF,5.01,2028-08-18,,1621,1621,1621,,,,,MRCC,2025-11-05.BEFORE
Sandvine Corporation,First Lien Senior Secured,Telecommunications,,,SF,9.00,2025-10-03,,72,72,72,,,,,MRCC,2025-11-05.BEFORE
Sandvine Corporation,First Lien Senior Secured,Telecommunications,,,SF,9.00,2025-10-03,,372,372,372,,,,,MRCC,2025-11-05.BEFORE
American Broadband and Telecommunications Company LLC (Delayed Draw),First Lien Senior Secured,Telecommunications,17.50%,2.00%,P,12.00,2022-06-10,2025-06-10,1377,,,1313,,,,MRCC,2025-11-05.BEFORE
American Broadband and Telecommunications Company LLC (Revolver),First Lien Senior Secured,Telecommunications,17.50%,2.00%,P,12.00,2022-06-10,2025-06-10,500,,,126,,,,MRCC,2025-11-05.BEFORE
Calabrio Inc.,First Lien Senior Secured,Telecommunications,,10.01,SF,5.50,2021-04-16,2027-04-16,3383,,,3344,,,,MRCC,2025-11-05.BEFORE
Calabrio Inc.,First Lien Senior Secured,Telecommunications,,10.01,SF,5.50,2023-12-19,2027-04-16,496,,,496,,,,MRCC,2025-11-05.BEFORE
Calabrio Inc. (Revolver),First Lien Senior Secured,Telecommunications,,10.02,SF,5.50,2021-04-16,2027-04-16,409,,,175,,,,MRCC,2025-11-05.BEFORE
Epika Fleet Services Inc.,First Lien Senior Secured,Transportation: Cargo,10.34%,,SF,6.00,2024-03-18,2029-03-18,2978,,,2924,,,,MRCC,2025-11-05.BEFORE
Epika Fleet Services Inc.,First Lien Senior Secured,Transportation: Cargo,10.34%,,SF,6.00,2024-03-18,2029-03-18,1718,,,1702,,,,MRCC,2025-11-05.BEFORE
Epika Fleet Services Inc. (Delayed Draw),First Lien Senior Secured,Transportation: Cargo,10.45%,,SF,6.00,2024-12-05,2029-03-18,1153,,,374,,,,MRCC,2025-11-05.BEFORE
Epika Fleet Services Inc. (Delayed Draw),First Lien Senior Secured,Transportation: Cargo,10.34%,,SF,6.00,2024-03-18,2029-03-18,863,,,482,,,,MRCC,2025-11-05.BEFORE
Epika Fleet Services Inc. (Revolver),First Lien Senior Secured,Transportation: Cargo,10.34%,,SF,6.00,2024-03-18,2029-03-18,652,,,116,,,,MRCC,2025-11-05.BEFORE
Onit Inc.,First Lien Senior Secured,Services: Business,12.01%,,SF,7.40,2021-12-20,2025-05-02,1680,,,1675,,,,MRCC,2025-11-05.BEFORE
BTR Opco LLC (fka Born to Run LLC),Junior Secured Loans,Automotive,,7.50,n/a,n/a,2024-09-30,2027-12-31,711,,,658,,,458,MRCC,2025-11-05.BEFORE
BTR Opco LLC (fka Born to Run LLC),Junior Secured Loans,Automotive,,5.00,n/a,n/a,2024-09-30,2027-12-31,3664,,,3390,,,,MRCC,2025-11-05.BEFORE
Thrasio LLC,First Lien Senior Secured,Consumer Goods: Non-Durable,14.89%,,SF,10.26,2024-07-18,2029-06-18,881,,,881,,,,MRCC,2025-11-05.BEFORE
APCO Worldwide Inc,Common Equity,Services: Business,,,,,,2017-11-01,,,,,,,,MRCC,2025-11-05.BEFORE
Northeast Contracting Company LLC,Common Equity,Services: Business,,,,,,2024-08-16,,,,1073,1468,1998,,MRCC,2025-11-05.BEFORE
Education Corporation of America,Preferred Stock,Services: Consumer,,12.00%,n/a,n/a,2015-09-03,,,,7492,,,,,MRCC,2025-11-05.BEFORE
Express Wash Acquisition Company LLC,Common Equity,Services: Consumer,,,,,,2023-11-15,,,,,,,,MRCC,2025-11-05.BEFORE
Express Wash Acquisition Company LLC,Preferred Equity,Services: Consumer,,8.00%,n/a,n/a,2023-11-15,,,,,,,,,MRCC,2025-11-05.BEFORE
