company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
VRC Companies LLC,First Lien,,11.13%,,SOFR,5.75%,,,,64103,63435,-2,4.31%,63435,515,,,,,MSDL,2023-11-02
VRC Companies LLC,First Lien,,11.13%,,SOFR,5.75%,,,,8569,8466,-7,0.58%,8466,1653,,,,,MSDL,2023-11-02
VRC Companies LLC,First Lien,,10.83%,,SOFR,5.5%,,,,0,-16,-7,0%,-16,,,,,,MSDL,2023-11-02
KPSKY Acquisition Inc.,First Lien,,10.72%,,SOFR,5.25%,,,,33951,33423,33353,2.25%,33423,,,,,,MSDL,2023-11-02
KPSKY Acquisition Inc.,First Lien,,10.72%,,SOFR,5.25%,,,,6648,6529,6510,0.44%,6529,,,,,,MSDL,2023-11-02
LJ Avalon Holdings LLC,First Lien,,11.77%,,SOFR,6.25%,,,,4142,4026,-27,0.27%,4026,1243,,,,,MSDL,2023-11-02
LJ Avalon Holdings LLC,First Lien,,11.77%,,SOFR,6.25%,,,,444,418,-15,0.03%,418,675,,,,,MSDL,2023-11-02
LJ Avalon Holdings LLC,First Lien,,11.77%,,SOFR,6.25%,,,,0,-18,-15,0%,-18,,,,,,MSDL,2023-11-02
Superman Holdings LLC,First Lien,,11.52%,,SOFR,5.75%,,,,1605,1568,1586,0.11%,1568,,,,,,MSDL,2023-11-02
Superman Holdings LLC,First Lien,,11.52%,,SOFR,5.75%,,,,0,-4,-4,0%,-4,,,,,,MSDL,2023-11-02
BP Purchaser LLC,First Lien,,11.17%,,SOFR,5.5%,,,,17205,16931,16645,1.12%,16931,,,,,,MSDL,2023-11-02
FORTIS Solutions Group LLC,First Lien,,11.04%,,SOFR,5.5%,,,,26776,26358,-1,1.81%,26358,936,,,,,MSDL,2023-11-02
FORTIS Solutions Group LLC,First Lien,,11.04%,,SOFR,5.5%,,,,76,74,-3,0.01%,74,2699,,,,,MSDL,2023-11-02
FORTIS Solutions Group LLC,First Lien,,11.04%,,SOFR,5.5%,,,,64,58,63,0%,58,,,,,,MSDL,2023-11-02
FORTIS Solutions Group LLC,First Lien,,11.04%,,SOFR,5.5%,,,,0,-36,-3,0%,-36,,,,,,MSDL,2023-11-02
48Forty Solutions LLC,First Lien,,11.43%,,SOFR,6%,,,,17767,17479,17439,1.18%,17479,,,,,,MSDL,2023-11-02
48Forty Solutions LLC,First Lien,,11.43%,,SOFR,6%,,,,1086,1049,1036,0.07%,1049,,,,,,MSDL,2023-11-02
ABB Concise Optical Group LLC,First Lien,,13.05%,,SOFR,7.5%,,,,17008,16671,15358,1.04%,16671,,,,,,MSDL,2023-11-02
Avalara Inc.,First Lien,,12.64%,,SOFR,7.25%,,,,11302,11061,11302,0.76%,11061,,,,,,MSDL,2023-11-02
Avalara Inc.,First Lien,,12.64%,,SOFR,7.25%,,,,0,-23,0,0%,-23,,,,,,MSDL,2023-11-02
PT Intermediate Holdings III LLC,First Lien,Media & Entertainment,11.52%,,SOFR,5.98%,,,,28415,28191,27116,1.83%,28191,,,,,,MSDL,2023-11-02
PT Intermediate Holdings III LLC,First Lien,Media & Entertainment,11.52%,,SOFR,5.98%,,,,15808,15682,15086,1.02%,15682,,,,,,MSDL,2023-11-02
Apex Service Partners LLC,First Lien,Business Services,10.9%,,SOFR,5.5%,,,,8251,7884,7899,0.53%,7884,,,,,,MSDL,2023-11-02
Apex Service Partners LLC,First Lien,Business Services,10.9%,,SOFR,5.5%,,,,8251,7873,7899,0.53%,7873,,,,,,MSDL,2023-11-02
Assembly Intermediate LLC,First Lien,Media & Entertainment,11.49%,,SOFR,6%,,,,20741,20436,-58,1.36%,20436,2281,,,,,MSDL,2023-11-02
Assembly Intermediate LLC,First Lien,Media & Entertainment,11.49%,,SOFR,6%,,,,2904,2846,-52,0.19%,2846,2074,,,,,MSDL,2023-11-02
Assembly Intermediate LLC,First Lien,Media & Entertainment,11.49%,,SOFR,6%,,,,0,-28,-52,0%,-28,,,,,,MSDL,2023-11-02
FPG Intermediate Holdco LLC,First Lien,Media & Entertainment,12.07%,,SOFR,6.5%,,,,420,413,411,0.03%,413,,,,,,MSDL,2023-11-02
Groundworks LLC,First Lien,,11.81%,,SOFR,6.5%,,,,1057,1027,-1,0.07%,1027,137,,,,,MSDL,2023-11-02
Groundworks LLC,First Lien,,11.81%,,SOFR,6.5%,,,,56,53,-1,0%,53,62,,,,,MSDL,2023-11-02
Groundworks LLC,First Lien,,11.81%,,SOFR,6.5%,,,,0,-2,-1,0%,-2,,,,,,MSDL,2023-11-02
Heartland Home Services,First Lien,Business Services,11.07%,,SOFR,5.75%,,,,1950,1940,1942,0.13%,1940,,,,,,MSDL,2023-11-02
Lightspeed Solution LLC,First Lien,,11.82%,2.17%,SOFR,6.5%,,,,7803,7684,7642,0.52%,7684,,,,,,MSDL,2023-11-02
Lightspeed Solution LLC,First Lien,,11.82%,2.17%,SOFR,6.5%,,,,249,229,199,0.01%,229,,,,,,MSDL,2023-11-02
LUV Car Wash Group LLC,First Lien,Automotive,12.4%,,SOFR,7%,,,,716,709,-1,0.05%,709,274,,,,,MSDL,2023-11-02
Magnolia Wash Holdings 1,First Lien,,12.01%,,SOFR,6.5%,,,,3263,3207,2935,0.2%,3207,,,,,,MSDL,2023-11-02
Magnolia Wash Holdings 2,First Lien,,12.01%,,SOFR,6.5%,,,,700,689,630,0.04%,689,,,,,,MSDL,2023-11-02
Magnolia Wash Holdings 3,First Lien,,12.01%,,SOFR,6.5%,,,,87,85,71,0%,85,,,,,,MSDL,2023-11-02
Mammoth Holdings LLC,First Lien,,12.01%,,SOFR,6.5%,,,,43665,43532,43495,2.94%,43532,,,,,,MSDL,2023-11-02
Mammoth Holdings LLC,First Lien,,12.01%,,SOFR,6.5%,,,,0,-3,-4,0%,-3,,,,,,MSDL,2023-11-02
Spotless Brands LLC,First Lien,,12%,,SOFR,6.5%,,,,4514,4438,4458,0.3%,4438,,,,,,MSDL,2023-11-02
Spotless Brands LLC,First Lien,,12%,,SOFR,6.5%,,,,855,840,845,0.06%,840,,,,,,MSDL,2023-11-02
Spotless Brands LLC,First Lien,,12%,,SOFR,6.5%,,,,0,-2,-2,0%,-2,,,,,,MSDL,2023-11-02
Abracon Group Holdings LLC,First Lien,,11.21%,,SOFR,5.75%,,,,5787,5693,5012,0.34%,5693,,,,,,MSDL,2023-11-02
Abracon Group Holdings LLC,First Lien,,11.21%,,SOFR,5.75%,,,,265,253,170,0.01%,253,,,,,,MSDL,2023-11-02
Abracon Group Holdings LLC,First Lien,,11.21%,,SOFR,5.75%,,,,401,395,347,0.02%,395,,,,,,MSDL,2023-11-02
Dwyer Instruments Inc.,First Lien,,11.33%,,SOFR,5.75%,,,,7998,7871,-45,0.53%,7871,2028,,,,,MSDL,2023-11-02
Dwyer Instruments Inc.,First Lien,,11.33%,,SOFR,5.75%,,,,0,-15,-17,0%,-15,754,,,,,MSDL,2023-11-02
Dwyer Instruments Inc.,First Lien,,11.33%,,SOFR,5.75%,,,,260,245,237,0.02%,245,,,,,,MSDL,2023-11-02
Infinite Bidco LLC,First Lien,,11.27%,,SOFR,6.25%,,,,12391,12058,12274,0.83%,12058,,,,,,MSDL,2023-11-02
Applitools Inc.,First Lien,,11.35%,6.25%,,,,,,3481,3437,3377,0.23%,3437,,,,,,MSDL,2023-11-02
Applitools Inc.,First Lien,,11.35%,,SOFR,6.25%,,,,0,-7,-13,0%,-7,,,,,,MSDL,2023-11-02
Cerity Partners LLC,First Lien,,12.13%,,SOFR,6.75%,,,,4767,4634,4767,0.32%,4634,,,,,,MSDL,2023-11-02
Cerity Partners LLC,First Lien,,12.13%,,SOFR,6.75%,,,,1677,1497,1677,0.11%,1497,,,,,,MSDL,2023-11-02
GC Waves Holdings Inc.,First Lien,,11.42%,,SOFR,6%,,,,2307,2263,-161,0.15%,2263,6707,,,,,MSDL,2023-11-02
GC Waves Holdings Inc.,First Lien,,11.42%,,SOFR,6%,,,,14,-148,0,-0.01%,-148,4,,,,,MSDL,2023-11-02
GC Waves Holdings Inc.,First Lien,,11.42%,,SOFR,6%,,,,0,-6,-6,0%,-6,331,,,,,MSDL,2023-11-02
SitusAMC Holdings Corp.,First Lien,,10.99%,,SOFR,5.5%,,,,3337,3310,3301,0.22%,3310,,,,,,MSDL,2023-11-02
Smarsh Inc.,First Lien,,11.84%,,SOFR,6.5%,,,,4286,4215,-11,0.28%,4215,536,,,,,MSDL,2023-11-02
Smarsh Inc.,First Lien,,11.84%,,SOFR,6.5%,,,,536,523,-5,0.03%,523,268,,,,,MSDL,2023-11-02
Smarsh Inc.,First Lien,,11.84%,,SOFR,6.5%,,,,0,-4,-5,0%,-4,,,,,,MSDL,2023-11-02
Trintech Inc.,First Lien,,11.82%,,SOFR,6.5%,,,,34086,33419,33419,2.26%,33419,,,,,,MSDL,2023-11-02
Trintech Inc.,First Lien,,11.82%,,SOFR,6.5%,,,,837,780,780,0.05%,780,,,,,,MSDL,2023-11-02
AMCP Pet Holdings Inc.,First Lien,Consumer & Retail,13.27%,75%,SOFR,7%,,,,41791,40979,40755,2.75%,40979,,,,,,MSDL,2023-11-02
AMCP Pet Holdings Inc.,First Lien,Consumer & Retail,13.27%,75%,SOFR,7%,,,,2189,2099,2044,0.14%,2099,,,,,,MSDL,2023-11-02
Nellson Nutraceutical Inc.,First Lien,,11.15%,,SOFR,5.75%,,,,18452,18280,18267,1.23%,18280,,,,,,MSDL,2023-11-02
Teasdale Foods Inc.,First Lien,Food & Beverage,12.84%,1%,SOFR,7.25%,,,,10837,10732,9740,0.66%,10732,,,,,,MSDL,2023-11-02
Performance Health & Wellness,First Lien,Healthcare,11.57%,,SOFR,6%,,,,9398,9268,9248,0.62%,9268,,,,,,MSDL,2023-11-02
PerkinElmer U.S. LLC,First Lien,,12.16%,,SOFR,6.75%,,,,3893,3784,3842,0.26%,3784,,,,,,MSDL,2023-11-02
Advarra Holdings Inc.,First Lien,,10.57%,,SOFR,5.25%,,,,455,448,446,0.03%,448,,,,,,MSDL,2023-11-02
Advarra Holdings Inc.,First Lien,,10.57%,,SOFR,5.25%,,,,0,0,-1,0%,0,,,,,,MSDL,2023-11-02
DCA Investment Holdings LLC,First Lien,Financial Services,11.89%,,SOFR,6.5%,,,,18323,18007,17770,1.2%,18007,,,,,,MSDL,2023-11-02
DCA Investment Holdings LLC,First Lien,Financial Services,11.89%,,SOFR,6.5%,,,,2734,2694,2651,0.18%,2694,,,,,,MSDL,2023-11-02
DCA Investment Holdings LLC,First Lien,Financial Services,11.89%,,SOFR,6.5%,,,,888,863,860,0.06%,863,,,,,,MSDL,2023-11-02
Dental Care Alliance LLC,First Lien,Healthcare,11.89%,,SOFR,6.5%,,,,409,406,396,0.03%,406,,,,,,MSDL,2023-11-02
Gateway US Holdings Inc.,First Lien,,12.04%,,SOFR,6.5%,,,,752,746,0,0.05%,746,6,,,,,MSDL,2023-11-02
Gateway US Holdings Inc.,First Lien,,12.04%,,SOFR,6.5%,,,,206,204,0,0.01%,204,30,,,,,MSDL,2023-11-02
Gateway US Holdings Inc.,First Lien,,12.04%,,SOFR,6.5%,,,,0,0,0,0%,0,,,,,,MSDL,2023-11-02
Heartland Veterinary Partners LLC,First Lien,Healthcare,10.17%,,SOFR,4.75%,,,,1852,1839,1824,0.12%,1839,,,,,,MSDL,2023-11-02
Heartland Veterinary Partners LLC,First Lien,Healthcare,10.17%,,SOFR,4.75%,,,,4192,4166,4130,0.28%,4166,,,,,,MSDL,2023-11-02
Heartland Veterinary Partners LLC,First Lien,Healthcare,10.17%,,SOFR,4.75%,,,,0,-2,-6,0%,-2,,,,,,MSDL,2023-11-02
iCIMS Inc.,First Lien,,12.14%,,SOFR,6.75%,,,,7059,6955,0,0.48%,6955,112,,,,,MSDL,2023-11-02
iCIMS Inc.,First Lien,,12.14%,,SOFR,6.75%,,,,0,-1,0,0%,-1,38,,,,,MSDL,2023-11-02
iCIMS Inc.,First Lien,,12.14%,,SOFR,6.75%,,,,8,7,8,0%,7,,,,,,MSDL,2023-11-02
Intelerad Medical Systems Inc.,First Lien,Healthcare,12.01%,,SOFR,6.5%,,,,496,485,468,0.03%,485,,,,,,MSDL,2023-11-02
Intelerad Medical Systems Inc.,First Lien,Healthcare,12.01%,,SOFR,6.5%,,,,24,23,22,0%,23,,,,,,MSDL,2023-11-02
mPulse Mobile Inc.,First Lien,,10.75%,,SOFR,5.25%,,,,17369,17108,-31,1.15%,17108,1996,,,,,MSDL,2023-11-02
mPulse Mobile Inc.,First Lien,,10.75%,,SOFR,5.25%,,,,0,-14,-2,0%,-14,129,,,,,MSDL,2023-11-02
mPulse Mobile Inc.,First Lien,,10.75%,,SOFR,5.25%,,,,375,368,368,0.02%,368,,,,,,MSDL,2023-11-02
Pareto Health Intermediate Holdings Inc.,First Lien,Media & Entertainment,11.97%,,SOFR,6.5%,,,,6763,6632,6685,0.45%,6632,,,,,,MSDL,2023-11-02
Pareto Health Intermediate Holdings Inc.,First Lien,Media & Entertainment,11.97%,,SOFR,6.5%,,,,0,-15,-9,0%,-15,,,,,,MSDL,2023-11-02
PPV Intermediate Holdings LLC,First Lien,Media & Entertainment,11.15%,,SOFR,5.75%,,,,0,-75,-75,-0.01%,-75,15090,,,,,MSDL,2023-11-02
PPV Intermediate Holdings LLC,First Lien,Media & Entertainment,11.15%,,SOFR,5.75%,,,,4357,4193,4292,0.29%,4193,,,,,,MSDL,2023-11-02
Promptcare Infusion Buyer Inc.,First Lien,Healthcare,11.43%,,SOFR,6%,,,,9004,8876,8862,0.6%,8876,,,,,,MSDL,2023-11-02
Promptcare Infusion Buyer Inc.,First Lien,Healthcare,11.43%,,SOFR,6%,,,,1402,1379,1365,0.09%,1379,,,,,,MSDL,2023-11-02
Stepping Stones Healthcare Services LLC,First Lien,Healthcare,11.24%,,SOFR,5.75%,,,,4309,4257,-7,0.29%,4257,423,,,,,MSDL,2023-11-02
Stepping Stones Healthcare Services LLC,First Lien,Healthcare,11.24%,,SOFR,5.75%,,,,820,808,-9,0.05%,808,538,,,,,MSDL,2023-11-02
Stepping Stones Healthcare Services LLC,First Lien,Healthcare,11.24%,,SOFR,5.75%,,,,88,81,77,0.01%,81,,,,,,MSDL,2023-11-02
Suveto 1,First Lien,,9.67%,,SOFR,4.25%,,,,11867,11778,11588,0.78%,11778,,,,,,MSDL,2023-11-02
Suveto 2,First Lien,,9.67%,,SOFR,4.25%,,,,172,157,141,0.01%,157,,,,,,MSDL,2023-11-02
Tivity Health Inc.,First Lien,,11.39%,,SOFR,6%,,,,3683,3635,3662,0.25%,3635,,,,,,MSDL,2023-11-02
Vardiman Black Holdings LLC,First Lien,,12.4%,,SOFR,7%,,,,3386,3360,2860,0.19%,3360,,,,,,MSDL,2023-11-02
Vardiman Black Holdings LLC,First Lien,,12.4%,,SOFR,7%,,,,4020,3988,3395,0.23%,3988,,,,,,MSDL,2023-11-02
Vermont Aus Pty Ltd.,First Lien,,11.04%,,SOFR,5.65%,,,,8373,8203,8182,0.55%,8203,,,,,,MSDL,2023-11-02
Hyland Software Inc.,First Lien,Software & Technology,11.32%,,SOFR,6%,,,,39656,39062,39062,2.64%,39062,,,,,,MSDL,2023-11-02
Hyland Software Inc.,First Lien,Software & Technology,11.32%,,SOFR,6%,,,,0,-28,-28,0%,-28,,,,,,MSDL,2023-11-02
Lightspeed Buyer Inc.,First Lien,,10.7%,,SOFR,5.25%,,,,12572,12396,12486,0.84%,12396,,,,,,MSDL,2023-11-02
Lightspeed Buyer Inc.,First Lien,,10.7%,,SOFR,5.25%,,,,9936,9784,9869,0.67%,9784,,,,,,MSDL,2023-11-02
Excelitas Technologies Corp.,First Lien,,11.22%,,SOFR,5.75%,,,,1458,1433,-2,0.1%,1433,170,,,,,MSDL,2023-11-02
Excelitas Technologies Corp.,First Lien,,9.54%,,SOFR,5.75%,,,,240,244,-1,0.02%,244,53,,,,,MSDL,2023-11-02
Excelitas Technologies Corp.,First Lien,,11.22%,,SOFR,5.75%,,,,0,-2,-2,0%,-2,,,,,,MSDL,2023-11-02
Excelitas Technologies Corp.,First Lien,,11.22%,,SOFR,5.75%,,,,78,75,76,0.01%,75,,,,,,MSDL,2023-11-02
Raptor Merger Sub Debt LLC,First Lien,,12.14%,,SOFR,6.75%,,,,32314,31450,32165,2.17%,31450,,,,,,MSDL,2023-11-02
Raptor Merger Sub Debt LLC,First Lien,,12.14%,,SOFR,6.75%,,,,488,428,477,0.03%,428,,,,,,MSDL,2023-11-02
Amerilife Holdings LLC,First Lien,,11.08%,,SOFR,5.75%,,,,2029,1993,-8,0.13%,1993,292,,,,,MSDL,2023-11-02
Amerilife Holdings LLC,First Lien,,11.08%,,SOFR,5.75%,,,,579,566,-10,0.04%,566,364,,,,,MSDL,2023-11-02
Amerilife Holdings LLC,First Lien,,11.08%,,SOFR,5.75%,,,,73,66,61,0%,66,,,,,,MSDL,2023-11-02
Foundation Risk Partners Corp.,First Lien,,11.49%,,SOFR,6%,,,,42641,42141,40343,2.72%,42141,,,,,,MSDL,2023-11-02
Foundation Risk Partners Corp.,First Lien,,11.49%,,SOFR,6%,,,,9274,9165,8774,0.59%,9165,,,,,,MSDL,2023-11-02
Foundation Risk Partners Corp.,First Lien,,11.87%,,SOFR,6.75%,,,,0,-47,-246,-0.02%,-47,,,,,,MSDL,2023-11-02
Galway Borrower LLC,First Lien,,10.85%,,SOFR,5.25%,,,,33165,32654,-24,2.17%,32654,1712,,,,,MSDL,2023-11-02
Galway Borrower LLC,First Lien,,10.85%,,SOFR,5.25%,,,,298,273,-68,0.02%,273,2053,,,,,MSDL,2023-11-02
Galway Borrower LLC,First Lien,,10.85%,,SOFR,5.25%,,,,0,-27,-68,0%,-27,,,,,,MSDL,2023-11-02
Higginbotham Insurance Agency Inc.,First Lien,Insurance,10.92%,,SOFR,5.5%,,,,18342,18157,18157,1.23%,18157,,,,,,MSDL,2023-11-02
Higginbotham Insurance Agency Inc.,First Lien,Insurance,10.92%,,SOFR,5.5%,,,,0,-18,-18,0%,-18,,,,,,MSDL,2023-11-02
High Street Buyer Inc.,First Lien,,11.54%,,SOFR,6%,,,,9916,9774,9916,0.67%,9774,,,,,,MSDL,2023-11-02
High Street Buyer Inc.,First Lien,,11.54%,,SOFR,6%,,,,39821,39232,39821,2.69%,39232,,,,,,MSDL,2023-11-02
High Street Buyer Inc.,First Lien,,11.54%,,SOFR,6%,,,,0,-25,0,0%,-25,,,,,,MSDL,2023-11-02
Integrity Marketing Acquisition LLC,First Lien,Business Services,11.5%,,SOFR,6.05%,,,,393,385,-3,0.03%,385,163,,,,,MSDL,2023-11-02
Integrity Marketing Acquisition LLC,First Lien,Business Services,11.45%,,SOFR,6%,,,,85297,84589,-1,5.64%,84589,52,,,,,MSDL,2023-11-02
Integrity Marketing Acquisition LLC,First Lien,Business Services,11.45%,,SOFR,6%,,,,99,96,94,0.01%,96,,,,,,MSDL,2023-11-02
Integrity Marketing Acquisition LLC,First Lien,Business Services,11.95%,,SOFR,6.5%,,,,0,-2,-1,0%,-2,,,,,,MSDL,2023-11-02
Keystone Agency Investors 1,First Lien,,11.04%,,SOFR,5.5%,,,,3489,3448,3425,0.23%,3448,,,,,,MSDL,2023-11-02
Keystone Agency Investors 2,First Lien,,11.04%,,SOFR,5.5%,,,,4017,3971,3944,0.27%,3971,,,,,,MSDL,2023-11-02
Long Term Care Group Inc.,First Lien,,12.58%,6%,SOFR,7%,,,,5013,4936,4163,0.28%,4936,,,,,,MSDL,2023-11-02
Majesco 1,First Lien,,12.77%,,SOFR,7.38%,,,,23241,22830,22904,1.55%,22830,,,,,,MSDL,2023-11-02
Majesco 2,First Lien,,12.77%,,SOFR,7.38%,,,,0,-23,-23,0%,-23,,,,,,MSDL,2023-11-02
Oakbridge Insurance Agency LLC,First Lien,Insurance,11.17%,,SOFR,5.75%,,,,1074,1060,-3,0.07%,1060,283,,,,,MSDL,2023-11-02
Oakbridge Insurance Agency LLC,First Lien,Insurance,11.17%,,SOFR,5.75%,,,,176,172,0,0.01%,172,29,,,,,MSDL,2023-11-02
Oakbridge Insurance Agency LLC,First Lien,Insurance,11.17%,,SOFR,5.75%,,,,26,26,26,0%,26,,,,,,MSDL,2023-11-02
Patriot Growth Insurance Services LLC,First Lien,Insurance,11.27%,,SOFR,5.75%,,,,62516,61538,61666,4.16%,61538,,,,,,MSDL,2023-11-02
Patriot Growth Insurance Services LLC,First Lien,Insurance,11.27%,,SOFR,5.75%,,,,0,-65,-61,0%,-65,,,,,,MSDL,2023-11-02
Peter C. Foy & Associates Insurance Services LLC,First Lien,Insurance,11.43%,,SOFR,6%,,,,20256,20072,-16,1.34%,20072,1695,,,,,MSDL,2023-11-02
Peter C. Foy & Associates Insurance Services LLC,First Lien,Insurance,11.43%,,SOFR,6%,,,,7164,7080,-15,0.47%,7080,832,,,,,MSDL,2023-11-02
Peter C. Foy & Associates Insurance Services LLC,First Lien,Insurance,11.43%,,SOFR,6%,,,,0,-6,-15,0%,-6,,,,,,MSDL,2023-11-02
RSC Acquisition Inc.,First Lien,,11.04%,,SOFR,5.5%,,,,32483,32137,32137,2.17%,32137,,,,,,MSDL,2023-11-02
RSC Acquisition Inc.,First Lien,,11.54%,,SOFR,6%,,,,0,-11,-11,0%,-11,,,,,,MSDL,2023-11-02
Summit Acquisition Inc.,First Lien,,12.14%,,SOFR,6.75%,,,,7371,7158,7232,0.49%,7158,,,,,,MSDL,2023-11-02
Summit Acquisition Inc.,First Lien,,12.14%,,SOFR,6.75%,,,,0,-23,-31,0%,-23,1638,,,,,MSDL,2023-11-02
Summit Acquisition Inc.,First Lien,,12.14%,,SOFR,6.75%,,,,0,-23,-15,0%,-23,819,,,,,MSDL,2023-11-02
World Insurance Associates LLC,First Lien,Insurance,12.14%,,SOFR,6.75%,,,,34076,33192,32394,2.19%,33192,,,,,,MSDL,2023-11-02
World Insurance Associates LLC,First Lien,Insurance,11.15%,,SOFR,5.75%,,,,30934,30285,29386,1.98%,30285,,,,,,MSDL,2023-11-02
World Insurance Associates LLC,First Lien,Insurance,11.15%,,SOFR,5.75%,,,,0,-13,-64,0%,-13,,,,,,MSDL,2023-11-02
FMG Suite Holdings LLC,First Lien,,10.71%,,SOFR,5.5%,,,,23587,23255,23288,1.57%,23255,,,,,,MSDL,2023-11-02
FMG Suite Holdings LLC,First Lien,,10.71%,,SOFR,5.5%,,,,4580,4529,4530,0.31%,4529,,,,,,MSDL,2023-11-02
FMG Suite Holdings LLC,First Lien,,10.71%,,SOFR,5.5%,,,,893,867,867,0.06%,867,,,,,,MSDL,2023-11-02
Spectrio LLC,First Lien,,11.5%,,SOFR,6%,,,,31329,31004,29913,2.02%,31004,,,,,,MSDL,2023-11-02
Spectrio LLC,First Lien,,11.5%,,SOFR,6%,,,,12638,12595,12067,0.81%,12595,,,,,,MSDL,2023-11-02
Spectrio LLC,First Lien,,11.5%,,SOFR,6%,,,,3947,3905,3769,0.25%,3905,,,,,,MSDL,2023-11-02
Triple Lift Inc.,First Lien,,11.3%,,SOFR,5.75%,,,,27370,26978,25301,1.71%,26978,,,,,,MSDL,2023-11-02
Triple Lift Inc.,First Lien,,11.3%,,SOFR,5.75%,,,,1533,1481,1231,0.08%,1481,,,,,,MSDL,2023-11-02
Atlas Purchaser Inc.,First Lien,,10.88%,,SOFR,5.25%,,,,8854,8727,6238,0.42%,8727,,,,,,MSDL,2023-11-02
Catalis Intermediate Inc.,First Lien,Media & Entertainment,11.04%,,SOFR,5.5%,,,,39457,38771,35946,2.43%,38771,,,,,,MSDL,2023-11-02
Catalis Intermediate Inc.,First Lien,Media & Entertainment,11.04%,,SOFR,5.5%,,,,8878,8738,8088,0.55%,8738,,,,,,MSDL,2023-11-02
Catalis Intermediate Inc.,First Lien,Media & Entertainment,11.04%,,SOFR,5.5%,,,,1460,1392,1082,0.07%,1392,,,,,,MSDL,2023-11-02
Donuts Inc.,First Lien,,11.57%,,SOFR,6%,,,,24918,24669,24819,1.68%,24669,,,,,,MSDL,2023-11-02
Recovery Point Systems Inc.,First Lien,,11.42%,,SOFR,6%,,,,40740,40298,40740,2.75%,40298,,,,,,MSDL,2023-11-02
Recovery Point Systems Inc.,First Lien,,11.42%,,SOFR,6%,,,,0,-38,0,0%,-38,,,,,,MSDL,2023-11-02
Redwood Services Group LLC,First Lien,Business Services,11.75%,,SOFR,6%,,,,10857,10668,10669,0.72%,10668,,,,,,MSDL,2023-11-02
Redwood Services Group LLC,First Lien,Business Services,11.75%,,SOFR,6%,,,,2597,2534,2534,0.17%,2534,,,,,,MSDL,2023-11-02
Syntax Systems Ltd.,First Lien,,11.17%,,SOFR,5.75%,,,,35183,34909,-204,2.32%,34909,9357,,,,,MSDL,2023-11-02
Syntax Systems Ltd.,First Lien,,11.17%,,SOFR,5.75%,,,,0,-68,-27,-0.01%,-68,1248,,,,,MSDL,2023-11-02
Syntax Systems Ltd.,First Lien,,11.17%,,SOFR,5.75%,,,,2495,2472,2413,0.16%,2472,,,,,,MSDL,2023-11-02
Thrive Buyer Inc.,First Lien,,12.1%,,SOFR,6.5%,,,,22995,22672,22447,1.52%,22672,,,,,,MSDL,2023-11-02
Thrive Buyer Inc.,First Lien,,11.6%,,SOFR,6%,,,,16955,16734,16557,1.12%,16734,,,,,,MSDL,2023-11-02
Thrive Buyer Inc.,First Lien,,13.5%,,SOFR,5%,,,,661,637,614,0.04%,637,,,,,,MSDL,2023-11-02
UpStack Inc.,First Lien,,11.65%,,SOFR,6.25%,,,,8271,8128,-106,0.54%,8128,6945,,,,,MSDL,2023-11-02
UpStack Inc.,First Lien,,11.65%,,SOFR,6.25%,,,,6034,5811,-22,0.39%,5811,875,,,,,MSDL,2023-11-02
UpStack Inc.,First Lien,,11.65%,,SOFR,6.25%,,,,0,-16,-22,0%,-16,,,,,,MSDL,2023-11-02
GSM Acquisition Corp.,First Lien,,10.65%,,SOFR,5%,,,,17313,17208,16944,1.14%,17208,,,,,,MSDL,2023-11-02
GSM Acquisition Corp.,First Lien,,10.65%,,SOFR,5%,,,,4456,4420,4361,0.29%,4420,,,,,,MSDL,2023-11-02
GSM Acquisition Corp.,First Lien,,10.65%,,SOFR,5%,,,,0,-32,-91,-0.01%,-32,,,,,,MSDL,2023-11-02
Answer Acquisition LLC,First Lien,,11.29%,,SOFR,5.75%,,,,10638,10489,10450,0.71%,10489,,,,,,MSDL,2023-11-02
Answer Acquisition LLC,First Lien,,11.29%,,SOFR,5.75%,,,,433,422,418,0.03%,422,,,,,,MSDL,2023-11-02
Chase Intermediate LLC,First Lien,Media & Entertainment,11%,,SOFR,5.25%,,,,0,-104,-104,-0.01%,-104,10602,,,,,MSDL,2023-11-02
Chase Intermediate LLC,First Lien,Media & Entertainment,11%,,SOFR,5.25%,,,,177,166,-7,0.01%,166,353,,,,,MSDL,2023-11-02
Komline Sanderson Engineering Corp.,First Lien,Industrials,11.65%,,SOFR,6%,,,,17260,17156,-214,1.14%,17156,8529,,,,,MSDL,2023-11-02
Komline Sanderson Engineering Corp.,First Lien,Industrials,11.65%,,SOFR,6%,,,,18613,18453,-95,1.21%,18453,3797,,,,,MSDL,2023-11-02
Komline Sanderson Engineering Corp.,First Lien,Industrials,13.5%,,SOFR,5%,,,,949,926,830,0.06%,926,,,,,,MSDL,2023-11-02
MHE Intermediate Holdings LLC,First Lien,Media & Entertainment,11.52%,,SOFR,6%,,,,32681,32212,32274,2.18%,32212,,,,,,MSDL,2023-11-02
MHE Intermediate Holdings LLC,First Lien,Media & Entertainment,11.52%,,SOFR,6%,,,,3683,3631,3633,0.25%,3631,,,,,,MSDL,2023-11-02
