company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
Barfly Ventures LLC,co_ff716b59934e,First Lien,Financial Services,7%,,,,,,,711,711,711,,711,,,,,,MAIN,2023-05-05
Barfly Ventures LLC,co_ff716b59934e,Other Equity,Financial Services,,,,,,,,,1584,3037,,1584,,,,37,,MAIN,2023-05-05
Batjer TopCo LLC,co_2eec49930f0e,First Lien,Financial Services,,,,,,,,0,-7,-7,,-7,,,,,,MAIN,2023-05-05
Batjer TopCo LLC,co_2eec49930f0e,First Lien,Financial Services,11%,,,,,,,10575,10492,0,,10492,,,,,,MAIN,2023-05-05
Batjer TopCo LLC,co_2eec49930f0e,Preferred Equity,Financial Services,,,,,,,,,4095,6150,,4095,,,,4073,,MAIN,2023-05-05
Bolder Panther Group LLC,co_31b41d7bab29,First Lien,Financial Services,13.91%,,SOFR,9.22%,,,,98535,97952,98535,,97952,,,,,,MAIN,2023-05-05
Bolder Panther Group LLC,co_31b41d7bab29,Preferred Equity,Financial Services,8%,,,,,,,,14000,31420,,14000,,,,140000,,MAIN,2023-05-05
Brewer Crane Holdings LLC,co_ef54e61885f7,First Lien,Financial Services,14.66%,,SOFR,10%,,,,5840,5840,5840,,5840,,,,,,MAIN,2023-05-05
Brewer Crane Holdings LLC,co_ef54e61885f7,Preferred Equity,Financial Services,,,,,,,,,4280,6560,,4280,,,,2950,,MAIN,2023-05-05
Bridge Capital Solutions Corp.,co_7a00eec06907,First Lien,Financial Services,13%,,,,,,,8813,8813,8813,,8813,,,,,,MAIN,2023-05-05
Bridge Capital Solutions Corp.,co_7a00eec06907,First Lien,Financial Services,13%,,,,,,,1000,1000,1000,,1000,,,,,,MAIN,2023-05-05
Bridge Capital Solutions Corp.,co_7a00eec06907,Preferred Equity,Financial Services,,,,,,,,,1000,1000,,1000,,,,17742,,MAIN,2023-05-05
Bridge Capital Solutions Corp.,co_7a00eec06907,Warrants,Financial Services,,,,,,,,,2132,4340,,2132,,,,82,,MAIN,2023-05-05
Café Brazil LLC,co_e137c63daefd,Other Equity,Financial Services,,,,,,,,,1742,1840,,1742,,,,1233,,MAIN,2023-05-05
California Splendor Holdings LLC,co_2cc7bcd84619,First Lien,Financial Services,14.88%,,SOFR,10%,,,,28000,27954,28000,,27954,,,,,,MAIN,2023-05-05
California Splendor Holdings LLC,co_2cc7bcd84619,Preferred Equity,Financial Services,,,,,,,,,10775,25495,,10775,,,,6157,,MAIN,2023-05-05
California Splendor Holdings LLC,co_2cc7bcd84619,Preferred Equity,Financial Services,15%,15%,,,,,,,4144,4144,,4144,,,,3671,,MAIN,2023-05-05
CBT Nuggets LLC,co_621444f2ba1a,Other Equity,Financial Services,,,,,,,,,1300,49860,,1300,,,,416,cost_suspicious_vs_size,MAIN,2023-05-05
Centre Technologies Holdings LLC,co_782e912409ba,First Lien,Financial Services,,,SOFR,9%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Centre Technologies Holdings LLC,co_782e912409ba,First Lien,Financial Services,13.75%,,SOFR,9%,,,,15030,14960,14960,,14960,,,,,,MAIN,2023-05-05
Centre Technologies Holdings LLC,co_782e912409ba,Preferred Equity,Financial Services,,,,,,,,,6122,9260,,6122,,,,13309,,MAIN,2023-05-05
Chamberlin Holding LLC,co_aa017b86bc03,First Lien,Financial Services,,,SOFR,6%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Chamberlin Holding LLC,co_aa017b86bc03,First Lien,Financial Services,12.86%,,SOFR,8%,,,,16945,16940,16945,,16940,,,,,,MAIN,2023-05-05
Chamberlin Holding LLC,co_aa017b86bc03,Other Equity,Financial Services,,,,,,,,,11440,22800,,11440,,,,4347,,MAIN,2023-05-05
Chamberlin Holding LLC,co_aa017b86bc03,Other Equity,Financial Services,,,,,,,,,1773,2830,,1773,,,,1047146,,MAIN,2023-05-05
Charps LLC,co_54424ddcc9de,Unsecured Debt,Financial Services,10%,,,,,,,5694,4652,5694,,4652,,,,,,MAIN,2023-05-05
Charps LLC,co_54424ddcc9de,Preferred Equity,Financial Services,,,,,,,,,1963,13550,,1963,,,,1829,,MAIN,2023-05-05
Clad-Rex Steel LLC,co_6338421c62e0,First Lien,Financial Services,,,SOFR,9%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Clad-Rex Steel LLC,co_6338421c62e0,First Lien,Financial Services,13.79%,,SOFR,9%,,,,10000,9971,9971,,9971,,,,,,MAIN,2023-05-05
Clad-Rex Steel LLC,co_6338421c62e0,First Lien,Financial Services,10%,,,,,,,1040,1031,1031,,1031,,,,,,MAIN,2023-05-05
Clad-Rex Steel LLC,co_6338421c62e0,Other Equity,Financial Services,,,,,,,,,7280,7170,,7280,,,,717,,MAIN,2023-05-05
Clad-Rex Steel LLC,co_6338421c62e0,Other Equity,Financial Services,,,,,,,,,210,830,,210,,,,800,,MAIN,2023-05-05
CMS Minerals Investments,co_d6c96c7b7061,Other Equity,Financial Services,,,,,,,,,1300,1235,,1300,,,,100,,MAIN,2023-05-05
Cody Pools Inc.,co_aca1bfb49fe3,First Lien,Financial Services,15.5%,,SOFR,10.5%,,,,1054,1024,1054,,1024,,,,,,MAIN,2023-05-05
Cody Pools Inc.,co_aca1bfb49fe3,First Lien,Financial Services,15.5%,,SOFR,10.5%,,,,40377,40117,40377,,40117,,,,,,MAIN,2023-05-05
Cody Pools Inc.,co_aca1bfb49fe3,Preferred Equity,Financial Services,,,,,,,,,8317,59150,,8317,,,,587,,MAIN,2023-05-05
Colonial Electric Company LLC,co_d89679fbde05,First Lien,Financial Services,,,,,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Colonial Electric Company LLC,co_d89679fbde05,First Lien,Financial Services,12%,,,,,,,22995,22850,22850,,22850,,,,,,MAIN,2023-05-05
Colonial Electric Company LLC,co_d89679fbde05,Preferred Equity,Financial Services,,,,,,,,,7680,8200,,7680,,,,17280,,MAIN,2023-05-05
CompareNetworks Topco LLC,co_e481a15786d3,First Lien,Financial Services,13.75%,,SOFR,9%,,,,4869,4862,4869,,4862,,,,,,MAIN,2023-05-05
CompareNetworks Topco LLC,co_e481a15786d3,Preferred Equity,Financial Services,,,,,,,,,1975,18440,,1975,,,,1975,,MAIN,2023-05-05
Copper Trail Fund Investments,co_1b7149013ca6,Partnership Interest,Financial Services,,,,,,,,,588,588,,588,,,,,,MAIN,2023-05-05
Datacom LLC,co_f9a8fefcf3dd,First Lien,Financial Services,7.5%,,,,,,,450,450,450,,450,,,,,,MAIN,2023-05-05
Datacom LLC,co_f9a8fefcf3dd,First Lien,Financial Services,10%,,,,,,,8555,8161,7761,,8161,,,,,,MAIN,2023-05-05
Datacom LLC,co_f9a8fefcf3dd,Preferred Equity,Financial Services,,,,,,,,,2610,2670,,2610,,,,9000,,MAIN,2023-05-05
Digital Products Holdings LLC,co_940c75bcb636,First Lien,Financial Services,14.75%,,SOFR,10%,,,,15203,15203,15203,,15203,,,,,,MAIN,2023-05-05
Digital Products Holdings LLC,co_940c75bcb636,Preferred Equity,Financial Services,,,,,,,,,9501,9835,,9501,,,,3857,,MAIN,2023-05-05
Direct Marketing Solutions Inc.,co_b505acf60903,First Lien,Financial Services,,,,,,,,0,-81,0,,-81,,,,,,MAIN,2023-05-05
Direct Marketing Solutions Inc.,co_b505acf60903,First Lien,Financial Services,14%,,,,,,,26876,26744,26876,,26744,,,,,,MAIN,2023-05-05
Direct Marketing Solutions Inc.,co_b505acf60903,Preferred Equity,Financial Services,,,,,,,,,8400,21700,,8400,,,,8400,,MAIN,2023-05-05
Elgin AcquireCo LLC,co_e71f81570245,First Lien,Financial Services,,,SOFR,6%,,,,0,-8,0,,-8,,,,,,MAIN,2023-05-05
Elgin AcquireCo LLC,co_e71f81570245,First Lien,Financial Services,12%,,,,,,,18773,18604,0,,18604,,,,,,MAIN,2023-05-05
Elgin AcquireCo LLC,co_e71f81570245,First Lien,Financial Services,9%,,,,,,,6346,6284,11,,6284,,,,,fair_value_suspicious_vs_size,MAIN,2023-05-05
Elgin AcquireCo LLC,co_e71f81570245,Common Equity,Financial Services,,,,,,,,,7603,0,,7603,,,,378,,MAIN,2023-05-05
Elgin AcquireCo LLC,co_e71f81570245,Common Equity,Financial Services,,,,,,,,,1558,0,,1558,,,,939,,MAIN,2023-05-05
Gamber-Johnson Holdings LLC,co_e29f044d60e8,First Lien,Financial Services,,,SOFR,8.5%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Gamber-Johnson Holdings LLC,co_e29f044d60e8,First Lien,Financial Services,11.5%,,SOFR,8.5%,,,,63278,62909,824,,62909,,,,,fair_value_suspicious_vs_size,MAIN,2023-05-05
Gamber-Johnson Holdings LLC,co_e29f044d60e8,Other Equity,Financial Services,,,,,,,,,17692,59370,,17692,,,,9042,,MAIN,2023-05-05
Garreco LLC,co_ef0da6a927c3,First Lien,Financial Services,12%,,SOFR,10%,,,,3549,3549,3549,,3549,,,,,,MAIN,2023-05-05
Garreco LLC,co_ef0da6a927c3,Other Equity,Financial Services,,,,,,,,,1200,1580,,1200,,,,1200,,MAIN,2023-05-05
GRT Rubber Technologies LLC,co_43e6ba927342,First Lien,Financial Services,10.66%,,SOFR,6%,,,,965,965,0,,965,,,,,,MAIN,2023-05-05
GRT Rubber Technologies LLC,co_43e6ba927342,First Lien,Financial Services,12.66%,,SOFR,8%,,,,40493,40324,40493,,40324,,,,,,MAIN,2023-05-05
GRT Rubber Technologies LLC,co_43e6ba927342,Other Equity,Financial Services,,,,,,,,,13065,44440,,13065,,,,5879,,MAIN,2023-05-05
Gulf Manufacturing LLC,co_ae4692982097,Other Equity,Financial Services,,,,,,,,,2980,7370,,2980,,,,438,,MAIN,2023-05-05
Gulf Publishing Holdings LLC,co_2808661ba5dd,First Lien,Financial Services,,,SOFR,9.5%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Gulf Publishing Holdings LLC,co_2808661ba5dd,First Lien,Financial Services,12.5%,,,,,,,2400,2400,2284,,2400,,,,,,MAIN,2023-05-05
Gulf Publishing Holdings LLC,co_2808661ba5dd,Preferred Equity,Financial Services,,,,,,,,,5600,3780,,5600,,,,63720,,MAIN,2023-05-05
Gulf Publishing Holdings LLC,co_2808661ba5dd,Other Equity,Financial Services,,,,,,,,,3681,0,,3681,,,,3681,,MAIN,2023-05-05
Harris Preston Fund Investments,co_5ceb7de43243,Partnership Interest,Financial Services,,,,,,,,,4027,7009,,4027,,,,,,MAIN,2023-05-05
Harris Preston Fund Investments,co_5ceb7de43243,Partnership Interest,Financial Services,,,,,,,,,248,248,,248,,,,,,MAIN,2023-05-05
Harrison Hydra-Gen Ltd.,co_c3c1a981f29d,Common Equity,Financial Services,,,,,,,,,718,3490,,718,,,,107456,,MAIN,2023-05-05
Jensen Jewelers of Idaho LLC,co_8bf171eda87c,First Lien,Financial Services,,,SOFR,6.75%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Jensen Jewelers of Idaho LLC,co_8bf171eda87c,First Lien,Financial Services,14.5%,,SOFR,6.75%,,,,2450,2446,2450,,2446,,,,,,MAIN,2023-05-05
Jensen Jewelers of Idaho LLC,co_8bf171eda87c,Other Equity,Financial Services,,,,,,,,,811,14850,,811,,,,627,,MAIN,2023-05-05
Johnson Downie Opco LLC,co_c3a8f0dda9f8,First Lien,Financial Services,,,SOFR,11.5%,,,,0,-13,0,,-13,,,,,,MAIN,2023-05-05
Johnson Downie Opco LLC,co_c3a8f0dda9f8,First Lien,Financial Services,16.25%,,SOFR,11.5%,,,,9999,9925,9999,,9925,,,,,,MAIN,2023-05-05
Johnson Downie Opco LLC,co_c3a8f0dda9f8,Preferred Equity,Financial Services,,,,,,,,,3150,6550,,3150,,,,3150,,MAIN,2023-05-05
JorVet Holdings LLC,co_851f6a6a1f96,First Lien,Financial Services,12%,,,,,,,25650,25445,25445,,25445,,,,,,MAIN,2023-05-05
JorVet Holdings LLC,co_851f6a6a1f96,Preferred Equity,Financial Services,,,,,,,,,10741,10741,,10741,,,,107406,,MAIN,2023-05-05
KBK Industries LLC,co_e6a32a853adf,First Lien,Financial Services,10%,,,,,,,5750,5694,5750,,5694,,,,,,MAIN,2023-05-05
KBK Industries LLC,co_e6a32a853adf,Other Equity,Financial Services,,,,,,,,,783,11980,,783,,,,325,,MAIN,2023-05-05
Kickhaefer Manufacturing Company LLC,co_96b5095e5007,First Lien,Financial Services,12%,,,,,,,20599,20566,20566,,20566,,,,,,MAIN,2023-05-05
Kickhaefer Manufacturing Company LLC,co_96b5095e5007,First Lien,Financial Services,9%,,,,,,,3869,3833,3833,,3833,,,,,,MAIN,2023-05-05
Kickhaefer Manufacturing Company LLC,co_96b5095e5007,Preferred Equity,Financial Services,,,,,,,,,12240,7220,,12240,,,,581,,MAIN,2023-05-05
Kickhaefer Manufacturing Company LLC,co_96b5095e5007,Other Equity,Financial Services,,,,,,,,,992,2780,,992,,,,800,,MAIN,2023-05-05
Market Force Information LLC,co_7752a0d97239,First Lien,Financial Services,15.75%,,SOFR,11%,,,,6900,6888,0,,6888,,,,,,MAIN,2023-05-05
Market Force Information LLC,co_7752a0d97239,First Lien,Financial Services,12%,12%,,,,,,26079,25952,0,,25952,,,,,,MAIN,2023-05-05
Market Force Information LLC,co_7752a0d97239,Other Equity,Financial Services,,,,,,,,,16642,0,,16642,,,,743921,,MAIN,2023-05-05
MetalForming AcquireCo LLC,co_0ca4dc9c58eb,First Lien,Financial Services,,,,,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
MetalForming AcquireCo LLC,co_0ca4dc9c58eb,First Lien,Financial Services,12.75%,,,,,,,23802,23588,23588,,23588,,,,,,MAIN,2023-05-05
MetalForming AcquireCo LLC,co_0ca4dc9c58eb,Preferred Equity,Financial Services,8%,8%,SOFR,8%,,,,,6127,6127,,6127,,,,5915585,,MAIN,2023-05-05
MetalForming AcquireCo LLC,co_0ca4dc9c58eb,Common Equity,Financial Services,,,,,,,,,1537,1537,,1537,,,,1537219,,MAIN,2023-05-05
MH Corbin Holding LLC,co_322f0a0de8e1,First Lien,Financial Services,13%,,,,,,,6040,6040,5384,,6040,,,,,,MAIN,2023-05-05
MH Corbin Holding LLC,co_322f0a0de8e1,Preferred Equity,Financial Services,,,,,,,,,4400,0,,4400,,,,66000,,MAIN,2023-05-05
MH Corbin Holding LLC,co_322f0a0de8e1,Preferred Equity,Financial Services,,,,,,,,,6000,0,,6000,,,,4000,,MAIN,2023-05-05
MS Private Loan Fund I LP,co_6d0ede843e8a,First Lien,,,,,,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
MS Private Loan Fund I LP,co_6d0ede843e8a,Partnership Interest,,,,,,,,,,14250,14775,,14250,,,,,,MAIN,2023-05-05
MSC Adviser I LLC,co_8ddcec150a6f,Other Equity,Financial Services,,,,,,,,,29500,132650,,29500,,,,1,,MAIN,2023-05-05
MSC Income Fund Inc.,co_97305af2eb2d,Common Equity,Financial Services,,,,,,,,,750,760,,750,,,,94697,,MAIN,2023-05-05
Mystic Logistics Holdings LLC,co_95ba3cbf941c,First Lien,Financial Services,,,,,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Mystic Logistics Holdings LLC,co_95ba3cbf941c,First Lien,Financial Services,10%,,,,,,,5746,5746,5746,,5746,,,,,,MAIN,2023-05-05
Mystic Logistics Holdings LLC,co_95ba3cbf941c,Common Equity,Financial Services,,,,,,,,,2720,25010,,2720,,,,5873,,MAIN,2023-05-05
NAPCO Precast LLC,co_209db1ff649c,Other Equity,Financial Services,,,,,,,,,2975,12500,,2975,,,,2955,,MAIN,2023-05-05
Nebraska Vet AcquireCo LLC,co_a29fe27f2b4f,First Lien,,12%,,,,,,,20094,19982,20094,,19982,,,,,,MAIN,2023-05-05
Nebraska Vet AcquireCo LLC,co_a29fe27f2b4f,First Lien,,12%,,,,,,,10500,10440,10500,,10440,,,,,,MAIN,2023-05-05
Nebraska Vet AcquireCo LLC,co_a29fe27f2b4f,Preferred Equity,,,,,,,,,,6987,11220,,6987,,,,6987,,MAIN,2023-05-05
NexRev LLC,co_ea8fc398b1be,First Lien,Financial Services,,,,,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
NexRev LLC,co_ea8fc398b1be,First Lien,Financial Services,11%,,,,,,,10836,10727,8870,,10727,,,,,,MAIN,2023-05-05
NexRev LLC,co_ea8fc398b1be,Preferred Equity,Financial Services,,,,,,,,,8213,2990,,8213,,,,103144186,,MAIN,2023-05-05
NRP Jones LLC,co_78106c29987c,First Lien,Financial Services,12%,,,,,,,2080,2080,2080,,2080,,,,,,MAIN,2023-05-05
NRP Jones LLC,co_78106c29987c,Other Equity,Financial Services,,,,,,,,,114,4893,,114,,,,65962,cost_suspicious_vs_size,MAIN,2023-05-05
NRP Jones LLC,co_78106c29987c,Other Equity,Financial Services,,,,,,,,,3603,187,,3603,,,,65962,,MAIN,2023-05-05
NuStep LLC,co_34f233ac7cfb,First Lien,Financial Services,11.25%,,SOFR,6.5%,,,,4400,4399,4399,,4399,,,,,,MAIN,2023-05-05
NuStep LLC,co_34f233ac7cfb,First Lien,Financial Services,12%,,,,,,,18440,18417,18417,,18417,,,,,,MAIN,2023-05-05
NuStep LLC,co_34f233ac7cfb,Preferred Equity,Financial Services,,,,,,,,,10200,7630,,10200,,,,406,,MAIN,2023-05-05
NuStep LLC,co_34f233ac7cfb,Preferred Equity,Financial Services,,,,,,,,,2062,5150,,2062,,,,2062,,MAIN,2023-05-05
OMi Topco LLC,co_252be9e32234,First Lien,Financial Services,12%,,,,,,,15000,14897,15000,,14897,,,,,,MAIN,2023-05-05
OMi Topco LLC,co_252be9e32234,Preferred Equity,Financial Services,,,,,,,,,1080,25100,,1080,,,,900,cost_suspicious_vs_size,MAIN,2023-05-05
Orttech Holdings LLC,co_4aec5c9a50f1,First Lien,Financial Services,,,SOFR,11%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Orttech Holdings LLC,co_4aec5c9a50f1,First Lien,Financial Services,15.75%,,SOFR,11%,,,,22800,22646,22646,,22646,,,,,,MAIN,2023-05-05
Orttech Holdings LLC,co_4aec5c9a50f1,Preferred Equity,Financial Services,,,,,,,,,10000,13500,,10000,,,,10000,,MAIN,2023-05-05
Pearl Meyer Topco LLC,co_c8318989b115,First Lien,Financial Services,12%,,,,,,,3500,3495,3500,,3495,,,,,,MAIN,2023-05-05
Pearl Meyer Topco LLC,co_c8318989b115,First Lien,Financial Services,12%,,,,,,,11500,11462,11500,,11462,,,,,,MAIN,2023-05-05
Pearl Meyer Topco LLC,co_c8318989b115,First Lien,Financial Services,12%,,,,,,,27681,27557,27681,,27557,,,,,,MAIN,2023-05-05
Pearl Meyer Topco LLC,co_c8318989b115,Preferred Equity,Financial Services,,,,,,,,,13000,43540,,13000,,,,13800,,MAIN,2023-05-05
PPL RVs Inc.,co_aedc853a1a95,First Lien,Financial Services,,,SOFR,7%,,,,0,-8,0,,-8,,,,,,MAIN,2023-05-05
PPL RVs Inc.,co_aedc853a1a95,First Lien,Financial Services,11.38%,,SOFR,7%,,,,21655,21420,21655,,21420,,,,,,MAIN,2023-05-05
PPL RVs Inc.,co_aedc853a1a95,Common Equity,Financial Services,,,,,,,,,2150,18950,,2150,,,,2000,,MAIN,2023-05-05
PPL RVs Inc.,co_aedc853a1a95,Common Equity,Financial Services,,,,,,,,,238,170,,238,,,,238421,,MAIN,2023-05-05
Principle Environmental LLC,co_68838d116ef1,First Lien,Financial Services,13%,,,,,,,5897,5812,5812,,5812,,,,,,MAIN,2023-05-05
Principle Environmental LLC,co_68838d116ef1,Preferred Equity,Financial Services,,,,,,,,,5709,10480,,5709,,,,21806,,MAIN,2023-05-05
Principle Environmental LLC,co_68838d116ef1,Common Equity,Financial Services,,,,,,,,,1200,500,,1200,,,,1037,,MAIN,2023-05-05
Quality Lease Service LLC,co_96bff1ca87e0,Other Equity,Financial Services,,,,,,,,,7513,525,,7513,,,,1000,,MAIN,2023-05-05
River Aggregates LLC,co_634b20122f93,Other Equity,Financial Services,,,,,,,,,369,3620,,369,,,,1500,,MAIN,2023-05-05
Robbins Bros. Jewelry Inc.,co_8a4ba84b3562,First Lien,Financial Services,,,,,,,,0,-33,-33,,-33,,,,,,MAIN,2023-05-05
Robbins Bros. Jewelry Inc.,co_8a4ba84b3562,First Lien,Financial Services,12.5%,,,,,,,35460,35198,35198,,35198,,,,,,MAIN,2023-05-05
Robbins Bros. Jewelry Inc.,co_8a4ba84b3562,Preferred Equity,Financial Services,,,,,,,,,11070,9930,,11070,,,,11070,,MAIN,2023-05-05
Tedder Industries LLC,co_2f9f06cfebf3,First Lien,Financial Services,12%,,,,,,,1840,1840,1840,,1840,,,,,,MAIN,2023-05-05
Tedder Industries LLC,co_2f9f06cfebf3,First Lien,Financial Services,12%,,,,,,,15200,15195,15123,,15195,,,,,,MAIN,2023-05-05
Tedder Industries LLC,co_2f9f06cfebf3,Preferred Equity,Financial Services,,,,,,,,,9245,6871,,9245,,,,544,,MAIN,2023-05-05
Tedder Industries LLC,co_2f9f06cfebf3,Preferred Equity,Financial Services,,,,,,,,,222,333,,222,,,,2219,,MAIN,2023-05-05
Televerde LLC,co_5ae7a0912acd,Other Equity,Financial Services,,,,,,,,,1290,6599,,1290,,,,460,,MAIN,2023-05-05
Televerde LLC,co_5ae7a0912acd,Preferred Equity,Financial Services,,,,,,,,,718,1794,,718,,,,248,,MAIN,2023-05-05
Trantech Radiator Topco LLC,co_58e7cb7800e3,First Lien,Financial Services,,,,,,,,0,-4,0,,-4,,,,,,MAIN,2023-05-05
Trantech Radiator Topco LLC,co_58e7cb7800e3,First Lien,Financial Services,12%,,,,,,,7920,7895,7920,,7895,,,,,,MAIN,2023-05-05
Trantech Radiator Topco LLC,co_58e7cb7800e3,Common Equity,Financial Services,,,,,,,,,4655,9306,,4655,,,,615,,MAIN,2023-05-05
Vision Interests Inc.,co_0cf8f767a901,Preferred Equity,Financial Services,,,,,,,,,3000,3000,,3000,,,,3000000,,MAIN,2023-05-05
Volusion LLC,co_9c3a0716a016,First Lien,Financial Services,10%,,,,,,,2100,2100,2100,,2100,,,,,,MAIN,2023-05-05
Volusion LLC,co_9c3a0716a016,Preferred Equity,Financial Services,,,,,,,,,14000,0,,14000,,,,4876670,,MAIN,2023-05-05
Volusion LLC,co_9c3a0716a016,Preferred Equity,Financial Services,,,,,,,,,11446,11446,,11446,,,,5097595,,MAIN,2023-05-05
Volusion LLC,co_9c3a0716a016,Preferred Equity,Financial Services,,,,,,,,,0,0,,0,,,,142512,,MAIN,2023-05-05
Volusion LLC,co_9c3a0716a016,Common Equity,Financial Services,,,,,,,,,2576,0,,2576,,,,1802780,,MAIN,2023-05-05
VVS Holdco LLC,co_c81f439c14a5,First Lien,Financial Services,,,SOFR,6%,,,,0,-15,-15,,-15,,,,,,MAIN,2023-05-05
VVS Holdco LLC,co_c81f439c14a5,First Lien,Financial Services,11.5%,,,,,,,30400,30176,30176,,30176,,,,,,MAIN,2023-05-05
VVS Holdco LLC,co_c81f439c14a5,Preferred Equity,Financial Services,,,,,,,,,11840,12040,,11840,,,,11840,,MAIN,2023-05-05
Ziegler’s NYPD LLC,co_f3bfc9d3a076,First Lien,Financial Services,12%,,,,,,,450,450,450,,450,,,,,,MAIN,2023-05-05
Ziegler’s NYPD LLC,co_f3bfc9d3a076,First Lien,Financial Services,6.5%,,,,,,,1000,1000,945,,1000,,,,,,MAIN,2023-05-05
Ziegler’s NYPD LLC,co_f3bfc9d3a076,First Lien,Financial Services,14%,,,,,,,2750,2750,2461,,2750,,,,,,MAIN,2023-05-05
Ziegler’s NYPD LLC,co_f3bfc9d3a076,Preferred Equity,Financial Services,,,,,,,,,2834,70,,2834,,,,10072,fair_value_suspicious_vs_size,MAIN,2023-05-05
Ziegler’s NYPD LLC,co_f3bfc9d3a076,Warrants,Financial Services,,,,,,,,,600,0,,600,,,,587,,MAIN,2023-05-05
AAC Holdings Inc.,co_b45cd70f8d3c,First Lien,Other,18%,,,,,,,320,315,309,,315,,,,,,MAIN,2023-05-05
AAC Holdings Inc.,co_b45cd70f8d3c,First Lien,Other,18%,18%,,,,,,12285,12162,11855,,12162,,,,,,MAIN,2023-05-05
AAC Holdings Inc.,co_b45cd70f8d3c,Common Equity,Other,,,,,,,,,3148,0,,3148,,,,593928,,MAIN,2023-05-05
AAC Holdings Inc.,co_b45cd70f8d3c,Warrants,Other,,,,,,,,,0,0,,0,,,,554353,,MAIN,2023-05-05
AFG Capital Group LLC,co_0cdf0e7ef132,Preferred Equity,Financial Services,,,,,,,,,1200,9400,,1200,,,,186,,MAIN,2023-05-05
BBB Tank Services LLC,co_c4e9aca0ef47,Unsecured Debt,Financial Services,15.66%,,SOFR,11%,,,,800,800,800,,800,,,,,,MAIN,2023-05-05
BBB Tank Services LLC,co_c4e9aca0ef47,Unsecured Debt,Financial Services,15.66%,,SOFR,11%,,,,4000,4000,2086,,4000,,,,,,MAIN,2023-05-05
BBB Tank Services LLC,co_c4e9aca0ef47,Other Equity,Financial Services,,,,,,,,,800,0,,800,,,,800000,,MAIN,2023-05-05
BBB Tank Services LLC,co_c4e9aca0ef47,Preferred Equity,Financial Services,15%,,,,,,,,162,0,,162,,,,,,MAIN,2023-05-05
Boccella Precast Products LLC,co_53c71ad5fd84,First Lien,Financial Services,10%,,,,,,,320,320,320,,320,,,,,,MAIN,2023-05-05
Boccella Precast Products LLC,co_53c71ad5fd84,Other Equity,Financial Services,,,,,,,,,2256,2770,,2256,,,,2160000,,MAIN,2023-05-05
Buca C LLC,co_c4a5caef13e0,First Lien,Financial Services,12%,,,,,,,16980,16980,11962,,16980,,,,,,MAIN,2023-05-05
Buca C LLC,co_c4a5caef13e0,Preferred Equity,Financial Services,6%,6%,,,,,,,4770,0,,4770,,,,6,,MAIN,2023-05-05
Career Team Holdings LLC,co_f0de40c8c138,First Lien,Financial Services,,,SOFR,6%,,,,0,-9,-9,,-9,,,,,,MAIN,2023-05-05
Career Team Holdings LLC,co_f0de40c8c138,First Lien,Financial Services,12.5%,,,,,,,20250,20100,20100,,20100,,,,,,MAIN,2023-05-05
Career Team Holdings LLC,co_f0de40c8c138,Common Equity,Financial Services,,,,,,,,,4500,4500,,4500,,,,450000,,MAIN,2023-05-05
Chandler Signs Holdings LLC,co_5afcf2247353,Other Equity,Other,,,,,,,,,1500,2000,,1500,,,,1500000,,MAIN,2023-05-05
Classic H&G Holdings LLC,co_d37ccfc9c051,First Lien,Financial Services,10.88%,,SOFR,6%,,,,4560,4560,4560,,4560,,,,,,MAIN,2023-05-05
Classic H&G Holdings LLC,co_d37ccfc9c051,First Lien,Financial Services,8%,,,,,,,19274,19192,19274,,19192,,,,,,MAIN,2023-05-05
Classic H&G Holdings LLC,co_d37ccfc9c051,Preferred Equity,Financial Services,,,,,,,,,5760,25700,,5760,,,,154,,MAIN,2023-05-05
Congruent Credit Opportunities Funds,co_b703f0f20062,Partnership Interest,Other,,,,,,,,,7220,6781,,7220,,,,,,MAIN,2023-05-05
DMA Industries LLC,co_b3c77e215f27,First Lien,Financial Services,12%,,,,,,,21200,21046,21200,,21046,,,,,,MAIN,2023-05-05
DMA Industries LLC,co_b3c77e215f27,Preferred Equity,Financial Services,,,,,,,,,5944,7260,,5944,,,,5944,,MAIN,2023-05-05
Dos Rios Partners,co_443c3700c6d6,Partnership Interest,Other,,,,,,,,,6459,9283,,6459,,,,,,MAIN,2023-05-05
Dos Rios Partners,co_443c3700c6d6,Partnership Interest,Other,,,,,,,,,2051,2898,,2051,,,,,,MAIN,2023-05-05
